Title,Keyword,Search Type,Product Type,Mean,Median,Mode,Mode Freq,Std Dev,Max,Min,Percentile25,Percentile75
Revenue,malachite,Organic,Best Seller,9999.01,6396.0,3996.0,1.0,7802.15,23452.18,3996.0,6330.72,9820.17
Price,malachite,Organic,Best Seller,15.59,11.99,9.99,2.0,8.41,29.99,9.99,9.99,15.99
Rating,malachite,Organic,Best Seller,4.26,4.3,4.3,3.0,0.15,4.4,4.0,4.3,4.3
Reviews Count,malachite,Organic,Best Seller,618.6,528.0,400.0,2.0,256.55,983.0,400.0,400.0,782.0
Amount Discounted,malachite,Organic,Best Seller,3.0,3.0,3.0,1.0,,3.0,3.0,3.0,3.0
Percent Discounted,malachite,Organic,Best Seller,0.23,0.23,0.23,1.0,,0.23,0.23,0.23,0.23
Revenue,malachite,Organic,Past Month Sales Volume,39061.69,11066.01,125.82,1.0,57878.69,232092.33,125.82,2375.53,61987.73
Price,malachite,Organic,Past Month Sales Volume,16.16,13.99,12.99,6.0,7.26,35.99,6.99,12.08,18.73
Rating,malachite,Organic,Past Month Sales Volume,4.42,4.5,4.5,13.0,0.26,4.7,3.5,4.3,4.6
Reviews Count,malachite,Organic,Past Month Sales Volume,2492.31,958.5,5735.0,2.0,3597.78,17867.0,15.0,163.25,4359.25
Amount Discounted,malachite,Organic,Past Month Sales Volume,4.24,3.4,1.0,1.0,3.28,11.0,1.0,2.27,4.75
Percent Discounted,malachite,Organic,Past Month Sales Volume,0.19,0.14,0.07,1.0,0.12,0.37,0.07,0.12,0.26
Revenue,malachite,Organic,Prime,6017.29,749.78,19.99,7.0,18248.83,232092.33,6.99,139.22,3986.59
Price,malachite,Organic,Prime,26.12,19.51,19.99,58.0,27.98,228.0,4.95,12.99,27.0
Rating,malachite,Organic,Prime,4.07,4.4,4.5,142.0,1.15,5.0,0.0,4.1,4.6
Reviews Count,malachite,Organic,Prime,361.87,33.0,1.0,61.0,1151.62,17867.0,1.0,6.0,217.75
Amount Discounted,malachite,Organic,Prime,6.79,3.52,1.0,9.0,14.1,96.0,0.85,1.17,6.25
Percent Discounted,malachite,Organic,Prime,0.2,0.17,0.05,7.0,0.15,0.6,0.05,0.07,0.26
Revenue,malachite,Paid,All,10310.28,548.9,99.98,3.0,35413.42,220109.3,17.98,102.48,2424.74
Price,malachite,Paid,All,32.15,21.99,19.99,6.0,37.98,289.0,7.69,14.99,34.99
Rating,malachite,Paid,All,4.41,4.4,5.0,14.0,0.47,5.0,2.0,4.2,4.75
Reviews Count,malachite,Paid,All,312.28,34.0,1.0,7.0,895.36,5735.0,1.0,4.0,140.0
Amount Discounted,malachite,Paid,All,3.85,4.0,4.0,2.0,1.99,6.99,2.0,2.28,4.0
Percent Discounted,malachite,Paid,All,0.15,0.11,0.1,2.0,0.07,0.24,0.1,0.1,0.22
Revenue,malachite,Paid,Best Seller,,,,,,,,,
Price,malachite,Paid,Best Seller,,,,,,,,,
Rating,malachite,Paid,Best Seller,,,,,,,,,
Reviews Count,malachite,Paid,Best Seller,,,,,,,,,
Amount Discounted,malachite,Paid,Best Seller,,,,,,,,,
Percent Discounted,malachite,Paid,Best Seller,,,,,,,,,
Revenue,malachite,Paid,Past Month Sales Volume,111203.9,111284.69,2136.9,1.0,125147.19,220109.3,2136.9,3169.03,219319.56
Price,malachite,Paid,Past Month Sales Volume,29.08,29.66,11.99,1.0,15.25,44.99,11.99,18.71,40.03
Rating,malachite,Paid,Past Month Sales Volume,4.48,4.5,4.2,1.0,0.22,4.7,4.2,4.35,4.62
Reviews Count,malachite,Paid,Past Month Sales Volume,2749.75,2581.0,102.0,1.0,2969.24,5735.0,102.0,245.25,5085.5
Amount Discounted,malachite,Paid,Past Month Sales Volume,,,,,,,,,
Percent Discounted,malachite,Paid,Past Month Sales Volume,,,,,,,,,
Revenue,malachite,Paid,Prime,9364.41,547.25,99.98,3.0,36198.39,220109.3,17.98,103.72,2052.37
Price,malachite,Paid,Prime,32.12,21.99,19.99,6.0,39.65,289.0,7.69,14.74,34.99
Rating,malachite,Paid,Prime,4.41,4.4,5.0,13.0,0.49,5.0,2.0,4.2,4.8
Reviews Count,malachite,Paid,Prime,291.09,31.0,1.0,6.0,914.89,5735.0,1.0,4.0,101.25
Amount Discounted,malachite,Paid,Prime,3.85,4.0,4.0,2.0,1.99,6.99,2.0,2.28,4.0
Percent Discounted,malachite,Paid,Prime,0.15,0.11,0.1,2.0,0.07,0.24,0.1,0.1,0.22
Revenue,moldavite,Organic,All,8729.05,1070.5,24.99,4.0,31359.2,620514.3,3.99,195.44,6232.49
Price,moldavite,Organic,All,44.47,23.99,9.99,59.0,72.38,1185.0,3.12,14.38,39.99
Rating,moldavite,Organic,All,3.98,4.4,4.5,178.0,1.25,5.0,0.0,4.0,4.6
Reviews Count,moldavite,Organic,All,484.26,36.0,1.0,106.0,1494.54,23571.0,1.0,6.0,276.75
Amount Discounted,moldavite,Organic,All,4.71,2.7,1.0,14.0,6.88,50.0,0.6,1.88,5.0
Percent Discounted,moldavite,Organic,All,0.19,0.15,0.1,11.0,0.13,0.67,0.05,0.1,0.25
Revenue,moldavite,Organic,Best Seller,10673.76,8075.44,3468.33,1.0,7546.62,23366.61,3468.33,5651.11,14179.18
Price,moldavite,Organic,Best Seller,12.49,10.99,9.99,3.0,3.89,19.99,9.99,9.99,12.74
Rating,moldavite,Organic,Best Seller,4.28,4.25,4.2,2.0,0.2,4.6,4.0,4.2,4.38
Reviews Count,moldavite,Organic,Best Seller,907.0,662.5,267.0,1.0,742.67,2339.0,267.0,531.75,932.75
Amount Discounted,moldavite,Organic,Best Seller,4.5,4.5,3.0,1.0,2.12,6.0,3.0,3.75,5.25
Percent Discounted,moldavite,Organic,Best Seller,0.28,0.28,0.23,1.0,0.06,0.32,0.23,0.25,0.3
Revenue,moldavite,Organic,Past Month Sales Volume,31608.9,12132.66,107.34,1.0,61663.57,471132.0,107.34,5434.89,32759.64
Price,moldavite,Organic,Past Month Sales Volume,15.86,13.99,9.99,14.0,8.46,69.0,5.88,10.94,17.94
Rating,moldavite,Organic,Past Month Sales Volume,4.43,4.4,4.5,28.0,0.19,5.0,3.9,4.3,4.6
Reviews Count,moldavite,Organic,Past Month Sales Volume,1957.25,901.0,34.0,2.0,3158.98,23571.0,6.0,328.5,2311.0
Amount Discounted,moldavite,Organic,Past Month Sales Volume,6.28,2.29,2.0,4.0,10.47,50.0,0.9,1.88,6.1
Percent Discounted,moldavite,Organic,Past Month Sales Volume,0.21,0.15,0.15,3.0,0.15,0.67,0.06,0.12,0.27
Revenue,moldavite,Organic,Prime,10865.53,2017.08,24.99,3.0,32859.02,620514.3,4.95,326.92,9179.91
Price,moldavite,Organic,Prime,35.51,19.63,9.99,55.0,66.99,1185.0,3.49,12.99,32.84
Rating,moldavite,Organic,Prime,4.18,4.4,4.5,167.0,0.87,5.0,0.0,4.1,4.5
Reviews Count,moldavite,Organic,Prime,633.56,94.5,1.0,43.0,1697.15,23571.0,1.0,13.0,480.0
Amount Discounted,moldavite,Organic,Prime,4.09,2.48,1.0,14.0,4.31,26.75,0.9,1.58,5.0
Percent Discounted,moldavite,Organic,Prime,0.17,0.13,0.1,10.0,0.12,0.5,0.05,0.1,0.24
Revenue,moldavite,Paid,All,8156.64,508.99,409.9,4.0,16049.33,72239.4,14.99,269.53,4056.5
Price,moldavite,Paid,All,106.79,41.49,14.99,5.0,120.82,799.0,8.95,27.49,177.24
Rating,moldavite,Paid,All,4.18,4.4,5.0,23.0,1.09,5.0,0.0,4.0,4.9
Reviews Count,moldavite,Paid,All,130.33,12.0,1.0,17.0,334.32,1807.0,1.0,4.0,74.0
Amount Discounted,moldavite,Paid,All,3.0,2.0,2.0,3.0,1.87,6.0,1.0,2.0,5.0
Percent Discounted,moldavite,Paid,All,0.14,0.1,0.1,3.0,0.1,0.38,0.06,0.09,0.12
Revenue,moldavite,Paid,Best Seller,,,,,,,,,
Price,moldavite,Paid,Best Seller,,,,,,,,,
Rating,moldavite,Paid,Best Seller,,,,,,,,,
Reviews Count,moldavite,Paid,Best Seller,,,,,,,,,
Amount Discounted,moldavite,Paid,Best Seller,,,,,,,,,
Percent Discounted,moldavite,Paid,Best Seller,,,,,,,,,
Revenue,moldavite,Paid,Past Month Sales Volume,4061.07,1725.01,765.63,1.0,5336.76,12028.62,765.63,1255.88,4530.2
Price,moldavite,Paid,Past Month Sales Volume,17.56,17.13,15.99,1.0,1.84,19.99,15.99,16.22,18.48
Rating,moldavite,Paid,Past Month Sales Volume,4.18,4.2,4.4,2.0,0.26,4.4,3.9,3.98,4.4
Reviews Count,moldavite,Paid,Past Month Sales Volume,228.5,99.0,47.0,1.0,295.57,669.0,47.0,65.0,262.5
Amount Discounted,moldavite,Paid,Past Month Sales Volume,,,,,,,,,
Percent Discounted,moldavite,Paid,Past Month Sales Volume,,,,,,,,,
Revenue,moldavite,Paid,Prime,6094.63,428.89,409.9,4.0,13261.57,72239.4,14.99,219.95,3533.62
Price,moldavite,Paid,Prime,58.08,38.0,14.99,5.0,68.15,469.99,8.95,18.99,53.73
Rating,moldavite,Paid,Prime,4.24,4.4,4.4,11.0,0.81,5.0,0.0,4.0,4.7
Reviews Count,moldavite,Paid,Prime,155.93,17.0,1.0,7.0,395.09,1807.0,1.0,5.0,71.0
Amount Discounted,moldavite,Paid,Prime,3.25,2.5,2.0,3.0,1.83,6.0,1.0,2.0,5.0
Percent Discounted,moldavite,Paid,Prime,0.15,0.1,0.1,3.0,0.11,0.38,0.08,0.1,0.15
Revenue,obsidian,Organic,All,8566.19,945.5,9.99,7.0,28999.46,469028.95,4.06,134.28,5153.31
Price,obsidian,Organic,All,21.0,14.99,9.99,153.0,20.36,269.0,2.19,9.99,22.99
Rating,obsidian,Organic,All,4.13,4.4,4.5,274.0,1.03,5.0,0.0,4.1,4.6
Reviews Count,obsidian,Organic,All,535.0,53.0,1.0,91.0,1731.13,31939.0,1.0,8.0,342.5
Amount Discounted,obsidian,Organic,All,3.24,2.1,1.0,33.0,3.14,22.96,0.5,1.0,4.0
Percent Discounted,obsidian,Organic,All,0.18,0.14,0.1,14.0,0.12,0.66,0.05,0.1,0.23
Revenue,obsidian,Organic,Best Seller,46895.55,5424.57,221.63,1.0,104650.0,319070.61,221.63,2396.0,9820.17
Price,obsidian,Organic,Best Seller,11.32,9.99,9.99,3.0,6.25,26.95,5.99,8.99,11.99
Rating,obsidian,Organic,Best Seller,4.46,4.4,4.6,3.0,0.17,4.7,4.2,4.3,4.6
Reviews Count,obsidian,Organic,Best Seller,4199.44,543.0,37.0,1.0,10434.16,31939.0,37.0,346.0,983.0
Amount Discounted,obsidian,Organic,Best Seller,,,,,,,,,
Percent Discounted,obsidian,Organic,Best Seller,,,,,,,,,
Revenue,obsidian,Organic,Past Month Sales Volume,29467.13,5900.85,969.03,2.0,66478.76,469028.95,11.99,1888.95,20069.96
Price,obsidian,Organic,Past Month Sales Volume,16.38,13.99,9.99,31.0,10.58,79.99,3.8,9.99,18.99
Rating,obsidian,Organic,Past Month Sales Volume,4.42,4.5,4.5,47.0,0.24,5.0,3.3,4.3,4.6
Reviews Count,obsidian,Organic,Past Month Sales Volume,1862.97,445.0,148.0,3.0,4162.2,31939.0,1.0,140.0,1432.0
Amount Discounted,obsidian,Organic,Past Month Sales Volume,3.15,2.88,2.0,4.0,1.7,7.0,1.0,2.0,4.0
Percent Discounted,obsidian,Organic,Past Month Sales Volume,0.17,0.17,0.2,4.0,0.08,0.33,0.05,0.12,0.2
Revenue,obsidian,Organic,Prime,9509.31,1220.67,9.99,7.0,30628.9,469028.95,4.06,153.89,5994.88
Price,obsidian,Organic,Prime,18.82,14.99,9.99,153.0,17.0,269.0,3.48,9.99,20.49
Rating,obsidian,Organic,Prime,4.21,4.4,4.5,267.0,0.89,5.0,0.0,4.2,4.6
Reviews Count,obsidian,Organic,Prime,591.89,76.0,2.0,66.0,1820.64,31939.0,1.0,11.0,380.5
Amount Discounted,obsidian,Organic,Prime,3.27,2.05,1.0,33.0,3.17,22.96,0.5,1.0,4.0
Percent Discounted,obsidian,Organic,Prime,0.18,0.14,0.1,13.0,0.12,0.66,0.05,0.1,0.23
Revenue,obsidian,Paid,All,1859.05,198.82,17.88,1.0,3203.83,12467.52,17.88,89.4,2488.2
Price,obsidian,Paid,All,17.13,14.99,9.99,3.0,7.34,35.99,9.99,12.95,17.99
Rating,obsidian,Paid,All,4.4,4.45,4.3,3.0,0.46,5.0,3.2,4.2,4.7
Reviews Count,obsidian,Paid,All,148.9,12.5,2.0,2.0,303.14,1248.0,1.0,6.5,108.5
Amount Discounted,obsidian,Paid,All,2.31,2.0,1.94,1.0,0.6,3.0,1.94,1.97,2.5
Percent Discounted,obsidian,Paid,All,0.16,0.15,0.1,1.0,0.07,0.23,0.1,0.12,0.19
Revenue,obsidian,Paid,Best Seller,,,,,,,,,
Price,obsidian,Paid,Best Seller,,,,,,,,,
Rating,obsidian,Paid,Best Seller,,,,,,,,,
Reviews Count,obsidian,Paid,Best Seller,,,,,,,,,
Amount Discounted,obsidian,Paid,Best Seller,,,,,,,,,
Percent Discounted,obsidian,Paid,Best Seller,,,,,,,,,
Revenue,obsidian,Paid,Past Month Sales Volume,12467.52,12467.52,12467.52,1.0,,12467.52,12467.52,12467.52,12467.52
Price,obsidian,Paid,Past Month Sales Volume,9.99,9.99,9.99,1.0,,9.99,9.99,9.99,9.99
Rating,obsidian,Paid,Past Month Sales Volume,3.6,3.6,3.6,1.0,,3.6,3.6,3.6,3.6
Reviews Count,obsidian,Paid,Past Month Sales Volume,1248.0,1248.0,1248.0,1.0,,1248.0,1248.0,1248.0,1248.0
Amount Discounted,obsidian,Paid,Past Month Sales Volume,,,,,,,,,
Percent Discounted,obsidian,Paid,Past Month Sales Volume,,,,,,,,,
Revenue,obsidian,Paid,Prime,1953.11,229.77,17.88,1.0,3263.13,12467.52,17.88,100.06,2977.48
Price,obsidian,Paid,Prime,16.14,14.99,9.99,3.0,6.01,33.88,9.99,12.3,17.93
Rating,obsidian,Paid,Prime,4.37,4.4,4.3,3.0,0.45,5.0,3.2,4.2,4.7
Reviews Count,obsidian,Paid,Prime,156.63,13.0,7.0,2.0,309.41,1248.0,1.0,7.0,158.0
Amount Discounted,obsidian,Paid,Prime,2.31,2.0,1.94,1.0,0.6,3.0,1.94,1.97,2.5
Percent Discounted,obsidian,Paid,Prime,0.16,0.15,0.1,1.0,0.07,0.23,0.1,0.12,0.19
Revenue,opalite,Organic,All,8141.37,710.14,399.9,9.0,32549.24,865535.0,3.99,120.18,4841.69
Price,opalite,Organic,All,20.24,14.99,9.99,117.0,18.86,295.0,2.0,10.37,21.05
Rating,opalite,Organic,All,3.85,4.4,4.5,220.0,1.44,5.0,0.0,4.0,4.6
Reviews Count,opalite,Organic,All,491.01,43.0,1.0,83.0,1360.96,18017.0,1.0,7.75,330.25
Amount Discounted,opalite,Organic,All,3.56,3.0,1.0,15.0,2.9,15.0,0.5,1.29,5.0
Percent Discounted,opalite,Organic,All,0.21,0.15,0.5,9.0,0.15,0.6,0.05,0.1,0.29
Revenue,opalite,Organic,Best Seller,5519.85,5890.36,455.62,1.0,3142.75,9820.17,455.62,4380.14,6861.97
Price,opalite,Organic,Best Seller,11.16,10.49,9.99,2.0,2.71,15.99,7.99,9.99,11.74
Rating,opalite,Organic,Best Seller,4.35,4.35,4.3,2.0,0.31,4.7,3.8,4.3,4.55
Reviews Count,opalite,Organic,Best Seller,532.0,521.5,38.0,1.0,338.9,983.0,38.0,359.5,747.25
Amount Discounted,opalite,Organic,Best Seller,3.0,3.0,3.0,1.0,,3.0,3.0,3.0,3.0
Percent Discounted,opalite,Organic,Best Seller,0.23,0.23,0.23,1.0,,0.23,0.23,0.23,0.23
Revenue,opalite,Organic,Past Month Sales Volume,41707.93,13446.08,5988.39,2.0,101114.84,865535.0,107.34,5492.95,42416.7
Price,opalite,Organic,Past Month Sales Volume,18.55,15.29,9.99,12.0,10.14,55.0,6.99,12.8,20.91
Rating,opalite,Organic,Past Month Sales Volume,4.38,4.5,4.5,26.0,0.53,5.0,0.0,4.3,4.6
Reviews Count,opalite,Organic,Past Month Sales Volume,2124.35,942.5,246.0,2.0,2824.13,15737.0,6.0,334.75,3003.25
Amount Discounted,opalite,Organic,Past Month Sales Volume,3.73,2.0,2.0,5.0,3.53,15.0,0.9,1.82,4.8
Percent Discounted,opalite,Organic,Past Month Sales Volume,0.19,0.12,0.1,3.0,0.14,0.5,0.05,0.1,0.24
Revenue,opalite,Organic,Prime,10201.87,1384.44,9.99,4.0,36753.59,865535.0,3.99,194.87,7025.92
Price,opalite,Organic,Prime,18.09,13.99,9.99,105.0,17.48,295.0,3.49,9.99,18.99
Rating,opalite,Organic,Prime,4.16,4.4,4.5,205.0,0.94,5.0,0.0,4.1,4.5
Reviews Count,opalite,Organic,Prime,618.38,84.0,1.0,33.0,1522.05,18017.0,1.0,13.0,498.0
Amount Discounted,opalite,Organic,Prime,3.6,3.0,1.0,14.0,2.92,15.0,0.5,1.47,5.0
Percent Discounted,opalite,Organic,Prime,0.21,0.15,0.5,9.0,0.15,0.6,0.05,0.1,0.29
Revenue,opalite,Paid,All,7082.45,1121.36,199.52,3.0,22991.98,123998.29,14.4,320.6,4176.04
Price,opalite,Paid,All,62.64,27.99,49.88,4.0,88.09,499.8,6.75,17.41,59.88
Rating,opalite,Paid,All,4.47,4.5,4.5,13.0,0.36,5.0,3.1,4.3,4.7
Reviews Count,opalite,Paid,All,257.98,35.5,2.0,4.0,886.41,4771.0,1.0,5.0,128.0
Amount Discounted,opalite,Paid,All,6.14,6.0,10.0,3.0,3.93,10.0,1.0,3.0,10.0
Percent Discounted,opalite,Paid,All,0.14,0.17,0.17,3.0,0.06,0.21,0.05,0.09,0.17
Revenue,opalite,Paid,Best Seller,,,,,,,,,
Price,opalite,Paid,Best Seller,,,,,,,,,
Rating,opalite,Paid,Best Seller,,,,,,,,,
Reviews Count,opalite,Paid,Best Seller,,,,,,,,,
Amount Discounted,opalite,Paid,Best Seller,,,,,,,,,
Percent Discounted,opalite,Paid,Best Seller,,,,,,,,,
Revenue,opalite,Paid,Past Month Sales Volume,3035.48,3035.47,1828.78,1.0,1706.52,4242.17,1828.78,2432.13,3638.82
Price,opalite,Paid,Past Month Sales Volume,14.99,14.99,14.99,2.0,0.0,14.99,14.99,14.99,14.99
Rating,opalite,Paid,Past Month Sales Volume,4.55,4.55,4.5,1.0,0.07,4.6,4.5,4.53,4.57
Reviews Count,opalite,Paid,Past Month Sales Volume,202.5,202.5,122.0,1.0,113.84,283.0,122.0,162.25,242.75
Amount Discounted,opalite,Paid,Past Month Sales Volume,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0
Percent Discounted,opalite,Paid,Past Month Sales Volume,0.12,0.12,0.12,1.0,,0.12,0.12,0.12,0.12
Revenue,opalite,Paid,Prime,7209.34,1128.87,199.52,3.0,23184.09,123998.29,14.4,363.86,4198.08
Price,opalite,Paid,Prime,63.3,28.99,49.88,4.0,88.76,499.8,6.75,16.93,59.88
Rating,opalite,Paid,Prime,4.46,4.5,4.5,13.0,0.36,5.0,3.1,4.3,4.7
Reviews Count,opalite,Paid,Prime,262.6,36.0,2.0,4.0,893.9,4771.0,1.0,6.0,134.0
Amount Discounted,opalite,Paid,Prime,6.14,6.0,10.0,3.0,3.93,10.0,1.0,3.0,10.0
Percent Discounted,opalite,Paid,Prime,0.14,0.17,0.17,3.0,0.06,0.21,0.05,0.09,0.17
Revenue,selenite,Organic,All,6458.43,712.73,56.0,17.0,21312.58,339516.32,5.0,114.54,3835.09
Price,selenite,Organic,All,20.81,16.99,9.99,72.0,20.47,479.19,3.99,11.99,24.98
Rating,selenite,Organic,All,3.89,4.4,4.5,142.0,1.48,5.0,0.0,4.1,4.6
Reviews Count,selenite,Organic,All,394.25,43.0,2.0,78.0,1267.74,18017.0,1.0,6.0,249.75
Amount Discounted,selenite,Organic,All,3.51,3.0,2.0,10.0,2.13,10.0,0.85,2.0,4.91
Percent Discounted,selenite,Organic,All,0.19,0.17,0.05,8.0,0.12,0.6,0.05,0.11,0.24
Revenue,selenite,Organic,Best Seller,5776.31,5196.0,1405.53,2.0,4396.71,12067.92,1368.63,1405.53,9820.17
Price,selenite,Organic,Best Seller,12.88,12.99,9.99,3.0,2.36,15.99,9.99,9.99,14.49
Rating,selenite,Organic,Best Seller,4.33,4.4,4.5,3.0,0.25,4.6,3.8,4.3,4.5
Reviews Count,selenite,Organic,Best Seller,479.67,346.0,97.0,2.0,411.54,1208.0,97.0,137.0,782.0
Amount Discounted,selenite,Organic,Best Seller,4.5,4.5,3.0,1.0,2.12,6.0,3.0,3.75,5.25
Percent Discounted,selenite,Organic,Best Seller,0.28,0.28,0.23,1.0,0.06,0.32,0.23,0.25,0.3
Revenue,selenite,Organic,Past Month Sales Volume,24573.15,9269.58,89.91,1.0,36985.2,202732.25,89.91,2983.12,30389.18
Price,selenite,Organic,Past Month Sales Volume,15.49,14.86,9.99,13.0,6.72,39.99,4.99,9.99,18.98
Rating,selenite,Organic,Past Month Sales Volume,4.46,4.5,4.6,23.0,0.28,5.0,3.4,4.4,4.6
Reviews Count,selenite,Organic,Past Month Sales Volume,1677.72,625.0,239.0,2.0,2564.93,11520.0,6.0,267.0,1688.5
Amount Discounted,selenite,Organic,Past Month Sales Volume,3.23,2.5,2.0,3.0,1.93,6.39,1.0,2.0,4.49
Percent Discounted,selenite,Organic,Past Month Sales Volume,0.18,0.16,0.06,1.0,0.09,0.32,0.06,0.11,0.25
Revenue,selenite,Organic,Prime,7681.24,1179.36,44.97,4.0,23439.33,339516.32,5.99,167.87,5310.94
Price,selenite,Organic,Prime,19.21,15.99,9.99,71.0,14.25,149.99,3.99,10.99,22.89
Rating,selenite,Organic,Prime,4.09,4.5,4.5,128.0,1.19,5.0,0.0,4.1,4.6
Reviews Count,selenite,Organic,Prime,472.94,69.0,1.0,40.0,1394.49,18017.0,1.0,10.0,322.5
Amount Discounted,selenite,Organic,Prime,3.45,3.0,2.0,10.0,2.15,10.0,0.85,2.0,4.62
Percent Discounted,selenite,Organic,Prime,0.19,0.17,0.05,8.0,0.12,0.6,0.05,0.12,0.24
Revenue,selenite,Paid,All,8036.84,835.78,737.04,4.0,20781.89,174007.62,11.98,149.9,6248.18
Price,selenite,Paid,All,26.45,14.99,9.99,11.0,54.69,529.0,5.99,11.99,19.99
Rating,selenite,Paid,All,4.42,4.4,4.4,26.0,0.4,5.0,2.0,4.3,4.6
Reviews Count,selenite,Paid,All,611.31,55.0,10.0,7.0,1648.26,12438.0,1.0,10.0,285.0
Amount Discounted,selenite,Paid,All,3.68,2.0,2.0,4.0,4.24,16.5,1.0,1.88,3.5
Percent Discounted,selenite,Paid,All,0.19,0.14,0.12,2.0,0.13,0.52,0.07,0.12,0.24
Revenue,selenite,Paid,Best Seller,6248.18,6248.18,6248.18,1.0,,6248.18,6248.18,6248.18,6248.18
Price,selenite,Paid,Best Seller,7.99,7.99,7.99,1.0,,7.99,7.99,7.99,7.99
Rating,selenite,Paid,Best Seller,4.4,4.4,4.4,1.0,,4.4,4.4,4.4,4.4
Reviews Count,selenite,Paid,Best Seller,782.0,782.0,782.0,1.0,,782.0,782.0,782.0,782.0
Amount Discounted,selenite,Paid,Best Seller,,,,,,,,,
Percent Discounted,selenite,Paid,Best Seller,,,,,,,,,
Revenue,selenite,Paid,Past Month Sales Volume,7185.83,1615.63,259.8,2.0,11877.34,43984.14,27.98,191.16,8988.17
Price,selenite,Paid,Past Month Sales Volume,15.36,14.74,14.99,4.0,3.61,24.99,9.99,12.99,15.74
Rating,selenite,Paid,Past Month Sales Volume,4.49,4.55,4.6,4.0,0.31,5.0,3.6,4.38,4.62
Reviews Count,selenite,Paid,Past Month Sales Volume,472.38,111.5,20.0,2.0,861.38,3386.0,2.0,14.0,566.25
Amount Discounted,selenite,Paid,Past Month Sales Volume,2.83,2.0,1.5,1.0,1.89,5.0,1.5,1.75,3.5
Percent Discounted,selenite,Paid,Past Month Sales Volume,0.15,0.12,0.09,1.0,0.09,0.25,0.09,0.1,0.18
Revenue,selenite,Paid,Prime,8318.38,944.37,737.04,4.0,21094.36,174007.62,11.98,164.89,6743.25
Price,selenite,Paid,Prime,26.67,14.99,12.99,11.0,55.63,529.0,5.99,11.99,19.99
Rating,selenite,Paid,Prime,4.41,4.4,4.4,26.0,0.39,5.0,2.0,4.3,4.6
Reviews Count,selenite,Paid,Prime,632.8,63.0,10.0,7.0,1673.37,12438.0,1.0,10.0,287.0
Amount Discounted,selenite,Paid,Prime,3.68,2.0,2.0,4.0,4.24,16.5,1.0,1.88,3.5
Percent Discounted,selenite,Paid,Prime,0.19,0.14,0.12,2.0,0.13,0.52,0.07,0.12,0.24
Revenue,shungite,Organic,All,7344.69,767.36,9.99,7.0,29025.29,562626.81,5.5,149.85,4723.22
Price,shungite,Organic,All,21.7,16.99,9.99,81.0,18.14,249.0,2.99,11.99,24.99
Rating,shungite,Organic,All,3.98,4.3,4.5,123.0,1.23,5.0,0.0,4.0,4.5
Reviews Count,shungite,Organic,All,487.12,38.0,1.0,64.0,2414.84,56319.0,1.0,8.0,266.0
Amount Discounted,shungite,Organic,All,4.85,3.0,1.0,14.0,11.87,103.97,0.5,1.24,4.97
Percent Discounted,shungite,Organic,All,0.18,0.15,0.06,9.0,0.12,0.65,0.05,0.09,0.25
Revenue,shungite,Organic,Best Seller,14111.71,5424.57,455.62,1.0,21092.23,73492.65,455.62,2419.32,15450.54
Price,shungite,Organic,Best Seller,15.3,12.99,9.99,2.0,6.32,26.95,7.99,10.99,18.99
Rating,shungite,Organic,Best Seller,4.43,4.4,4.6,3.0,0.19,4.7,4.1,4.3,4.6
Reviews Count,shungite,Organic,Best Seller,759.91,543.0,400.0,2.0,825.45,2727.0,38.0,268.5,775.5
Amount Discounted,shungite,Organic,Best Seller,3.23,3.23,1.5,1.0,2.45,4.96,1.5,2.37,4.1
Percent Discounted,shungite,Organic,Best Seller,0.14,0.14,0.1,1.0,0.05,0.17,0.1,0.12,0.15
Revenue,shungite,Organic,Past Month Sales Volume,29363.74,7716.14,55.93,1.0,65800.25,562626.81,55.93,2878.44,24557.72
Price,shungite,Organic,Past Month Sales Volume,16.18,14.03,9.99,14.0,8.57,49.95,2.99,9.99,18.99
Rating,shungite,Organic,Past Month Sales Volume,4.38,4.4,4.4,31.0,0.24,4.8,3.4,4.3,4.5
Reviews Count,shungite,Organic,Past Month Sales Volume,2108.2,531.0,80.0,3.0,5821.54,56319.0,7.0,257.5,1691.5
Amount Discounted,shungite,Organic,Past Month Sales Volume,3.77,3.0,2.0,5.0,3.32,15.0,0.5,1.88,4.97
Percent Discounted,shungite,Organic,Past Month Sales Volume,0.16,0.13,0.06,3.0,0.09,0.38,0.05,0.11,0.2
Revenue,shungite,Organic,Prime,8485.49,1270.89,9.99,7.0,31306.14,562626.81,6.99,198.0,5750.83
Price,shungite,Organic,Prime,20.68,16.64,9.99,77.0,17.97,249.0,2.99,11.99,23.91
Rating,shungite,Organic,Prime,4.19,4.4,4.5,117.0,0.83,5.0,0.0,4.1,4.5
Reviews Count,shungite,Organic,Prime,564.44,64.0,1.0,45.0,2610.92,56319.0,1.0,13.0,305.0
Amount Discounted,shungite,Organic,Prime,5.02,3.0,1.0,13.0,12.36,103.97,0.5,1.21,5.0
Percent Discounted,shungite,Organic,Prime,0.18,0.14,0.06,8.0,0.12,0.65,0.05,0.09,0.25
Revenue,shungite,Paid,All,4141.38,2099.4,8875.0,3.0,4366.22,16803.57,13.99,350.73,8031.1
Price,shungite,Paid,All,23.62,19.89,13.99,4.0,14.41,81.95,6.99,13.99,26.99
