asin,price,title,rating,currency,is_prime,best_seller,price_upper,is_sponsored,manufacturer,sales_volume,pricing_count,reviews_count,is_amazons_choice,price_strikethrough,shipping_information,pos,rel_pos,url,url_image,source,category_id,keyword,page,position,min_revenue,discount,discount_rate
B0BFXP9S4C,244.99,"925 Sterling Silver Round White Moissanite Tennis Bracelet For Women (18.00 Cttw, Round 5MM, 7.25 Inch)",4.0,USD,True,False,244.99,False,,,1,33,False,0.0,"FREE delivery Thu, Jul 11 Or fastest delivery Tue, Jul 9",36.0,,/Gem-Stone-King-Sterling-Moissanite/dp/B0BFXP9S4C/ref=sr_1_84?dib=eyJ2IjoiMSJ9.Frgv9ASgsaqfmGxaL5EnqlOhtCl3REE4knkkf86Whi8gtszYsP9u7RenBrb_wpKHefHkFY7k30T8njBSMaLwJEIetrt33v3-klMIku9NjfCqmm5GsFRJPXizq62Z1VcIDCSGLrpCihHnZZPAmceZqL0DXEk8j6hNV_TCs6ReV8-yjWW2WmJ2GzsS90-s5nKYa-2eJeYPwY6mPvrpLI7dwnoT951YsGiSWkS_UDZdhc6ew9-s5KgPNrrknhVmn-lqHVM_L3nwHKOunNV3dfnNj2SxqJl8YWIaQ5jSVhnEVmc.A4tuUdj8L6c_zrf3ejKLQKeo541cBQUkaYT-xYhxAJw&dib_tag=se&keywords=moissanite&qid=1720255318&s=apparel&sr=1-84,https://m.media-amazon.com/images/I/61IKxoY65UL._AC_UL320_.jpg,organic,7454898011,moissanite,2,83,8084.67,0.0,0.0
B0BYYMZ14C,239.0,"14K Rose Gold Tennis Bracelet, Lustrous Pink Moissanite with 5mm Four-Claw Hook Stone, Best Gift for Loved Ones",5.0,USD,True,False,239.0,False,,,1,2,False,0.0,"FREE delivery Thu, Jul 11 Or fastest delivery Wed, Jul 10",37.0,,/SUTTONRAL-Moissanite-Bracelet-Exquisite-Four-claw/dp/B0BYYMZ14C/ref=sr_1_85?dib=eyJ2IjoiMSJ9.Frgv9ASgsaqfmGxaL5EnqlOhtCl3REE4knkkf86Whi8gtszYsP9u7RenBrb_wpKHefHkFY7k30T8njBSMaLwJEIetrt33v3-klMIku9NjfCqmm5GsFRJPXizq62Z1VcIDCSGLrpCihHnZZPAmceZqL0DXEk8j6hNV_TCs6ReV8-yjWW2WmJ2GzsS90-s5nKYa-2eJeYPwY6mPvrpLI7dwnoT951YsGiSWkS_UDZdhc6ew9-s5KgPNrrknhVmn-lqHVM_L3nwHKOunNV3dfnNj2SxqJl8YWIaQ5jSVhnEVmc.A4tuUdj8L6c_zrf3ejKLQKeo541cBQUkaYT-xYhxAJw&dib_tag=se&keywords=moissanite&qid=1720255318&s=apparel&sr=1-85,https://m.media-amazon.com/images/I/51Yw12Q-ZtL._AC_UL320_.jpg,organic,7454898011,moissanite,2,84,478.0,0.0,0.0
B0D1TX23XJ,449.0,"Moissanite Tennis Bracelet 925 Sterling Silver Fine Jewelry D Color VVS1 Round Brilliant Moissanite Wedding bridal prom Birthday Valentines Gift for Women, Length 7.5 Inch",0.0,USD,True,False,449.0,False,,,1,15,False,0.0,"FREE delivery Fri, Jul 12 Or fastest delivery Tue, Jul 9",38.0,,/CACESTONE-Moissanite-Bracelet-Brilliant-Valentines/dp/B0D1TX23XJ/ref=sr_1_86?dib=eyJ2IjoiMSJ9.Frgv9ASgsaqfmGxaL5EnqlOhtCl3REE4knkkf86Whi8gtszYsP9u7RenBrb_wpKHefHkFY7k30T8njBSMaLwJEIetrt33v3-klMIku9NjfCqmm5GsFRJPXizq62Z1VcIDCSGLrpCihHnZZPAmceZqL0DXEk8j6hNV_TCs6ReV8-yjWW2WmJ2GzsS90-s5nKYa-2eJeYPwY6mPvrpLI7dwnoT951YsGiSWkS_UDZdhc6ew9-s5KgPNrrknhVmn-lqHVM_L3nwHKOunNV3dfnNj2SxqJl8YWIaQ5jSVhnEVmc.A4tuUdj8L6c_zrf3ejKLQKeo541cBQUkaYT-xYhxAJw&dib_tag=se&keywords=moissanite&qid=1720255318&s=apparel&sr=1-86,https://m.media-amazon.com/images/I/71XWT5wbSjL._AC_UL320_.jpg,organic,7454898011,moissanite,2,85,6735.0,0.0,0.0
B0C5S62B34,249.99,"Certified Lab Created Moissanite (6 Carats - 41 Carats) 14K White Gold Over Sterling Silver DEF VVS1 Classic Tennis Bracelet Unisex, Men, Women, Adults",4.9,USD,True,False,249.99,False,,,1,34,False,0.0,"FREE delivery Fri, Jul 12 Or fastest delivery Wed, Jul 10",39.0,,/ISAAC-WOLF-Created-Moissanite-Carats/dp/B0C5S62B34/ref=sr_1_87?dib=eyJ2IjoiMSJ9.Frgv9ASgsaqfmGxaL5EnqlOhtCl3REE4knkkf86Whi8gtszYsP9u7RenBrb_wpKHefHkFY7k30T8njBSMaLwJEIetrt33v3-klMIku9NjfCqmm5GsFRJPXizq62Z1VcIDCSGLrpCihHnZZPAmceZqL0DXEk8j6hNV_TCs6ReV8-yjWW2WmJ2GzsS90-s5nKYa-2eJeYPwY6mPvrpLI7dwnoT951YsGiSWkS_UDZdhc6ew9-s5KgPNrrknhVmn-lqHVM_L3nwHKOunNV3dfnNj2SxqJl8YWIaQ5jSVhnEVmc.A4tuUdj8L6c_zrf3ejKLQKeo541cBQUkaYT-xYhxAJw&dib_tag=se&keywords=moissanite&qid=1720255318&s=apparel&sr=1-87,https://m.media-amazon.com/images/I/71hOLEQsZXL._AC_UL320_.jpg,organic,7454898011,moissanite,2,86,8499.66,0.0,0.0
B0D2L3V5SF,179.99,Moissanite Bangle 1.18 Carats 2mm D Color VVS1 Round Cut Moissanite 925 Sterling Silver Classic Tennis Bracelets for Women,5.0,USD,False,False,179.99,False,,,1,2,False,0.0,FREE delivery,40.0,,/FANCIME-Moissanite-Sterling-Classic-Bracelets/dp/B0D2L3V5SF/ref=sr_1_88?dib=eyJ2IjoiMSJ9.Frgv9ASgsaqfmGxaL5EnqlOhtCl3REE4knkkf86Whi8gtszYsP9u7RenBrb_wpKHefHkFY7k30T8njBSMaLwJEIetrt33v3-klMIku9NjfCqmm5GsFRJPXizq62Z1VcIDCSGLrpCihHnZZPAmceZqL0DXEk8j6hNV_TCs6ReV8-yjWW2WmJ2GzsS90-s5nKYa-2eJeYPwY6mPvrpLI7dwnoT951YsGiSWkS_UDZdhc6ew9-s5KgPNrrknhVmn-lqHVM_L3nwHKOunNV3dfnNj2SxqJl8YWIaQ5jSVhnEVmc.A4tuUdj8L6c_zrf3ejKLQKeo541cBQUkaYT-xYhxAJw&dib_tag=se&keywords=moissanite&qid=1720255318&s=apparel&sr=1-88,https://m.media-amazon.com/images/I/612MUvRCNDL._AC_UL320_.jpg,organic,7454898011,moissanite,2,87,359.98,0.0,0.0
B0BFXL59NJ,129.99,925 Sterling Silver White Moissanite Tennis Bracelet For Women | 9.00 Cttw | Round 5MM | Fully Adjustable Up to 10 Inch,4.0,USD,True,False,129.99,False,,,1,18,False,0.0,"FREE delivery Thu, Jul 11 Or fastest delivery Tue, Jul 9",41.0,,/Gem-Stone-King-Moissanite-Adjustable/dp/B0BFXL59NJ/ref=sr_1_89?dib=eyJ2IjoiMSJ9.Frgv9ASgsaqfmGxaL5EnqlOhtCl3REE4knkkf86Whi8gtszYsP9u7RenBrb_wpKHefHkFY7k30T8njBSMaLwJEIetrt33v3-klMIku9NjfCqmm5GsFRJPXizq62Z1VcIDCSGLrpCihHnZZPAmceZqL0DXEk8j6hNV_TCs6ReV8-yjWW2WmJ2GzsS90-s5nKYa-2eJeYPwY6mPvrpLI7dwnoT951YsGiSWkS_UDZdhc6ew9-s5KgPNrrknhVmn-lqHVM_L3nwHKOunNV3dfnNj2SxqJl8YWIaQ5jSVhnEVmc.A4tuUdj8L6c_zrf3ejKLQKeo541cBQUkaYT-xYhxAJw&dib_tag=se&keywords=moissanite&qid=1720255318&s=apparel&sr=1-89,https://m.media-amazon.com/images/I/613a7dPOwjL._AC_UL320_.jpg,organic,7454898011,moissanite,2,88,2339.82,0.0,0.0
B0CZR52NX7,188.0,"Moissanite Tennis Bracelet For Women and Men in 18K White Gold/Yellow Gold Over Sterling Silver With 2.15-6.10 CTTW, Comes With Gift Box",4.6,USD,True,False,188.0,False,,,1,17,False,0.0,"FREE delivery Fri, Jul 12 Or fastest delivery Tue, Jul 9",42.0,,/Bracelet-Moissanite-Brilliant-Clarity-Jewelry/dp/B0CZR52NX7/ref=sr_1_90?dib=eyJ2IjoiMSJ9.Frgv9ASgsaqfmGxaL5EnqlOhtCl3REE4knkkf86Whi8gtszYsP9u7RenBrb_wpKHefHkFY7k30T8njBSMaLwJEIetrt33v3-klMIku9NjfCqmm5GsFRJPXizq62Z1VcIDCSGLrpCihHnZZPAmceZqL0DXEk8j6hNV_TCs6ReV8-yjWW2WmJ2GzsS90-s5nKYa-2eJeYPwY6mPvrpLI7dwnoT951YsGiSWkS_UDZdhc6ew9-s5KgPNrrknhVmn-lqHVM_L3nwHKOunNV3dfnNj2SxqJl8YWIaQ5jSVhnEVmc.A4tuUdj8L6c_zrf3ejKLQKeo541cBQUkaYT-xYhxAJw&dib_tag=se&keywords=moissanite&qid=1720255318&s=apparel&sr=1-90,https://m.media-amazon.com/images/I/71WaSZf7GdL._AC_UL320_.jpg,organic,7454898011,moissanite,2,89,3196.0,0.0,0.0
B096MT57G9,99.99,"2-Tone 925 Sterling Silver and 10K Yellow Gold Lab Grown Diamond and White Moissanite Tennis Bracelet For Women (1.54 Cttw, G-H Color, 7 Inch, with 1 Inch Extender)",3.8,USD,True,False,99.99,False,,,1,12,False,0.0,"FREE delivery Thu, Jul 11 Or fastest delivery Tue, Jul 9",43.0,,/Sterling-Moissanite-Gem-Stone-King/dp/B096MT57G9/ref=sr_1_91?dib=eyJ2IjoiMSJ9.Frgv9ASgsaqfmGxaL5EnqlOhtCl3REE4knkkf86Whi8gtszYsP9u7RenBrb_wpKHefHkFY7k30T8njBSMaLwJEIetrt33v3-klMIku9NjfCqmm5GsFRJPXizq62Z1VcIDCSGLrpCihHnZZPAmceZqL0DXEk8j6hNV_TCs6ReV8-yjWW2WmJ2GzsS90-s5nKYa-2eJeYPwY6mPvrpLI7dwnoT951YsGiSWkS_UDZdhc6ew9-s5KgPNrrknhVmn-lqHVM_L3nwHKOunNV3dfnNj2SxqJl8YWIaQ5jSVhnEVmc.A4tuUdj8L6c_zrf3ejKLQKeo541cBQUkaYT-xYhxAJw&dib_tag=se&keywords=moissanite&qid=1720255318&s=apparel&sr=1-91,https://m.media-amazon.com/images/I/51kytguPoVL._AC_UL320_.jpg,organic,7454898011,moissanite,2,90,1199.8799999999999,0.0,0.0
B0CT5GKSRV,279.99,Moissanite Tennis Bracelet 11.4-13.8 Carats Lab-Grown Diamond Bracelets 925 Sterling Silver Diamond Tennis Bracelet 4mm D Color VVS1 Round Cut Moissanite Bracelet for Women Men,5.0,USD,True,False,279.99,False,,,1,1,False,0.0,"FREE delivery Thu, Jul 11 Or fastest delivery Mon, Jul 8",44.0,,/FANCIME-Moissanite-Bracelet-Bracelets-Sterling/dp/B0CT5GKSRV/ref=sr_1_92?dib=eyJ2IjoiMSJ9.Frgv9ASgsaqfmGxaL5EnqlOhtCl3REE4knkkf86Whi8gtszYsP9u7RenBrb_wpKHefHkFY7k30T8njBSMaLwJEIetrt33v3-klMIku9NjfCqmm5GsFRJPXizq62Z1VcIDCSGLrpCihHnZZPAmceZqL0DXEk8j6hNV_TCs6ReV8-yjWW2WmJ2GzsS90-s5nKYa-2eJeYPwY6mPvrpLI7dwnoT951YsGiSWkS_UDZdhc6ew9-s5KgPNrrknhVmn-lqHVM_L3nwHKOunNV3dfnNj2SxqJl8YWIaQ5jSVhnEVmc.A4tuUdj8L6c_zrf3ejKLQKeo541cBQUkaYT-xYhxAJw&dib_tag=se&keywords=moissanite&qid=1720255318&s=apparel&sr=1-92,https://m.media-amazon.com/images/I/51g3QFDwFtL._AC_UL320_.jpg,organic,7454898011,moissanite,2,91,279.99,0.0,0.0
B0C4TMF34F,71.0,"Certified Moissanite Station Chain Bracelet in Silver (14K Gold Plated), 7 Stone Moissanite Diamond Stackable Bracelet for Women- DVS1 Quality",0.0,USD,True,False,71.0,False,,,1,0,False,0.0,"FREE delivery Thu, Jul 11 Or fastest delivery Wed, Jul 10",45.0,,/Certified-Moissanite-Bracelet-Stackable-Sterling/dp/B0C4TMF34F/ref=sr_1_93?dib=eyJ2IjoiMSJ9.Frgv9ASgsaqfmGxaL5EnqlOhtCl3REE4knkkf86Whi8gtszYsP9u7RenBrb_wpKHefHkFY7k30T8njBSMaLwJEIetrt33v3-klMIku9NjfCqmm5GsFRJPXizq62Z1VcIDCSGLrpCihHnZZPAmceZqL0DXEk8j6hNV_TCs6ReV8-yjWW2WmJ2GzsS90-s5nKYa-2eJeYPwY6mPvrpLI7dwnoT951YsGiSWkS_UDZdhc6ew9-s5KgPNrrknhVmn-lqHVM_L3nwHKOunNV3dfnNj2SxqJl8YWIaQ5jSVhnEVmc.A4tuUdj8L6c_zrf3ejKLQKeo541cBQUkaYT-xYhxAJw&dib_tag=se&keywords=moissanite&qid=1720255318&s=apparel&sr=1-93,https://m.media-amazon.com/images/I/51Gtf51eBYL._AC_UL320_.jpg,organic,7454898011,moissanite,2,92,0.0,0.0,0.0
B0CWS6MK8Z,124.99,White Moissanite Tennis Bracelet For Women | 4.20 Cttw | Round 5MM and 3MM | 6.5 Inch,0.0,USD,True,False,124.99,False,,,1,0,False,0.0,FREE delivery,46.0,,/Gem-Stone-King-Moissanite-Bracelet/dp/B0CWS6MK8Z/ref=sr_1_94?dib=eyJ2IjoiMSJ9.Frgv9ASgsaqfmGxaL5EnqlOhtCl3REE4knkkf86Whi8gtszYsP9u7RenBrb_wpKHefHkFY7k30T8njBSMaLwJEIetrt33v3-klMIku9NjfCqmm5GsFRJPXizq62Z1VcIDCSGLrpCihHnZZPAmceZqL0DXEk8j6hNV_TCs6ReV8-yjWW2WmJ2GzsS90-s5nKYa-2eJeYPwY6mPvrpLI7dwnoT951YsGiSWkS_UDZdhc6ew9-s5KgPNrrknhVmn-lqHVM_L3nwHKOunNV3dfnNj2SxqJl8YWIaQ5jSVhnEVmc.A4tuUdj8L6c_zrf3ejKLQKeo541cBQUkaYT-xYhxAJw&dib_tag=se&keywords=moissanite&qid=1720255318&s=apparel&sr=1-94,https://m.media-amazon.com/images/I/61pn+b2QeYL._AC_UL320_.jpg,organic,7454898011,moissanite,2,93,0.0,0.0,0.0
B0CT8SBF5T,219.99,4.2-20.4cttw Moissanite Tennis Bracelet for Women Men D Color VVS1 Clarity Round Brilliant Cut S925 Sterling Silver 3/4.5/5.5mm Moissanite Bracelet with Certificate,0.0,USD,True,False,219.99,False,,,1,0,False,0.0,"FREE delivery Thu, Jul 11 Or fastest delivery Tue, Jul 9",47.0,,/AimiIee-Moissanite-Bracelet-Brilliant-Certificate/dp/B0CT8SBF5T/ref=sr_1_95?dib=eyJ2IjoiMSJ9.Frgv9ASgsaqfmGxaL5EnqlOhtCl3REE4knkkf86Whi8gtszYsP9u7RenBrb_wpKHefHkFY7k30T8njBSMaLwJEIetrt33v3-klMIku9NjfCqmm5GsFRJPXizq62Z1VcIDCSGLrpCihHnZZPAmceZqL0DXEk8j6hNV_TCs6ReV8-yjWW2WmJ2GzsS90-s5nKYa-2eJeYPwY6mPvrpLI7dwnoT951YsGiSWkS_UDZdhc6ew9-s5KgPNrrknhVmn-lqHVM_L3nwHKOunNV3dfnNj2SxqJl8YWIaQ5jSVhnEVmc.A4tuUdj8L6c_zrf3ejKLQKeo541cBQUkaYT-xYhxAJw&dib_tag=se&keywords=moissanite&qid=1720255318&s=apparel&sr=1-95,https://m.media-amazon.com/images/I/61KZn1M5-aL._AC_UL320_.jpg,organic,7454898011,moissanite,2,94,0.0,0.0,0.0
B0CC6V641Z,234.0,24K Yellow Gold Plated or 925 Rhodium Plated Lab Grown Moissanite Diamond Classic Tennis Bracelet | Round Cut | 7.0 Inches,4.4,USD,True,False,234.0,False,,,1,9,False,0.0,"FREE delivery Fri, Jul 12 Or fastest delivery Tue, Jul 9",48.0,,/Adora-Fine-Jewelry-Moissanite-Bracelet/dp/B0CC6V641Z/ref=sr_1_96?dib=eyJ2IjoiMSJ9.Frgv9ASgsaqfmGxaL5EnqlOhtCl3REE4knkkf86Whi8gtszYsP9u7RenBrb_wpKHefHkFY7k30T8njBSMaLwJEIetrt33v3-klMIku9NjfCqmm5GsFRJPXizq62Z1VcIDCSGLrpCihHnZZPAmceZqL0DXEk8j6hNV_TCs6ReV8-yjWW2WmJ2GzsS90-s5nKYa-2eJeYPwY6mPvrpLI7dwnoT951YsGiSWkS_UDZdhc6ew9-s5KgPNrrknhVmn-lqHVM_L3nwHKOunNV3dfnNj2SxqJl8YWIaQ5jSVhnEVmc.A4tuUdj8L6c_zrf3ejKLQKeo541cBQUkaYT-xYhxAJw&dib_tag=se&keywords=moissanite&qid=1720255318&s=apparel&sr=1-96,https://m.media-amazon.com/images/I/715pdvOhB+L._AC_UL320_.jpg,organic,7454898011,moissanite,2,95,2106.0,0.0,0.0
B0CM6F89QZ,69.99,"Moissanite Stud Earrings, Round Cut D Color VVS1 Clarity Lab Created Diamond Earrings Studs 18K White Gold Plated 925 Sterling Silver Jewelry for Women Men",4.8,USD,,False,69.99,True,,100+ bought in past month,1,95,False,0.0,,,1.0,#,https://aax-us-iad.amazon.com/e/loi/imp?b=JIbLhMKU-CmV9d0YVhTDMHAAAAGQhzUYOAEAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICBMWyVQ,paid,7454898011,moissanite,3,4,6649.049999999999,0.0,0.0
B0BFXL59NJ,129.99,925 Sterling Silver White Moissanite Tennis Bracelet For Women | 9.00 Cttw | Round 5MM | Fully Adjustable Up to 10 Inch,4.0,USD,True,False,129.99,False,,,1,18,False,0.0,"FREE delivery Thu, Jul 11 Or fastest delivery Mon, Jul 8",1.0,,/Gem-Stone-King-Moissanite-Adjustable/dp/B0BFXL59NJ/ref=sr_1_97?dib=eyJ2IjoiMSJ9.iWXBaF0EDT2r5nTs3cPYMvp7pnpsKRDYxVCJ91DF6b4ibHIowz_T4O_xpNbuPYOskJnzuDCuDKr3rIQm62nfbt4n5c9IzNtGPfmkHRVbxILkmdDPxS-BUHyOXG-wGXQ-Tz8KqJ2QwB8Q_P52VNoNhW6dY0Br8hreOJaJCJyqWooi0C58iCjn5I7kM30sG9BqkcWkPkhd1e7XbfodJvzXx5rf8Fm8UMYbFaCohvBZd-5gR9xYJDTdYxiScjDBNx2Mu4lDOVyQRoQi9e8ns0apsItWPwljqcYol0x95H7pcbc.ZE4sQNqKFT6SXybuFsUF0JYAy-F1sIC2lTrK74IlKQo&dib_tag=se&keywords=moissanite&qid=1720255321&s=apparel&sr=1-97,https://m.media-amazon.com/images/I/613a7dPOwjL._AC_UL320_.jpg,organic,7454898011,moissanite,3,96,2339.82,0.0,0.0
B0CWS6MK8Z,124.99,White Moissanite Tennis Bracelet For Women | 4.20 Cttw | Round 5MM and 3MM | 6.5 Inch,0.0,USD,True,False,124.99,False,,,1,0,False,0.0,FREE delivery,2.0,,/Gem-Stone-King-Moissanite-Bracelet/dp/B0CWS6MK8Z/ref=sr_1_98?dib=eyJ2IjoiMSJ9.iWXBaF0EDT2r5nTs3cPYMvp7pnpsKRDYxVCJ91DF6b4ibHIowz_T4O_xpNbuPYOskJnzuDCuDKr3rIQm62nfbt4n5c9IzNtGPfmkHRVbxILkmdDPxS-BUHyOXG-wGXQ-Tz8KqJ2QwB8Q_P52VNoNhW6dY0Br8hreOJaJCJyqWooi0C58iCjn5I7kM30sG9BqkcWkPkhd1e7XbfodJvzXx5rf8Fm8UMYbFaCohvBZd-5gR9xYJDTdYxiScjDBNx2Mu4lDOVyQRoQi9e8ns0apsItWPwljqcYol0x95H7pcbc.ZE4sQNqKFT6SXybuFsUF0JYAy-F1sIC2lTrK74IlKQo&dib_tag=se&keywords=moissanite&qid=1720255321&s=apparel&sr=1-98,https://m.media-amazon.com/images/I/61pn+b2QeYL._AC_UL320_.jpg,organic,7454898011,moissanite,3,97,0.0,0.0,0.0
B0D17PL4BK,12.99,"14K Gold Tennis Bracelet Cubic Zirconia Classic Tennis Bracelet,Crystal Heart Silver Tennis Bracelet, Gold Bracelets for Women Fashion Party Prom Wedding Birthday Gifts for Women,Shiny Bracelet for Women 7.5 Inch.",1.0,USD,True,False,12.99,False,,,1,1,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 8",3.0,,/JONAYUOV-Zirconia-Bracelet-Moissanite-Bracelets/dp/B0D17PL4BK/ref=sr_1_99?dib=eyJ2IjoiMSJ9.iWXBaF0EDT2r5nTs3cPYMvp7pnpsKRDYxVCJ91DF6b4ibHIowz_T4O_xpNbuPYOskJnzuDCuDKr3rIQm62nfbt4n5c9IzNtGPfmkHRVbxILkmdDPxS-BUHyOXG-wGXQ-Tz8KqJ2QwB8Q_P52VNoNhW6dY0Br8hreOJaJCJyqWooi0C58iCjn5I7kM30sG9BqkcWkPkhd1e7XbfodJvzXx5rf8Fm8UMYbFaCohvBZd-5gR9xYJDTdYxiScjDBNx2Mu4lDOVyQRoQi9e8ns0apsItWPwljqcYol0x95H7pcbc.ZE4sQNqKFT6SXybuFsUF0JYAy-F1sIC2lTrK74IlKQo&dib_tag=se&keywords=moissanite&qid=1720255321&s=apparel&sr=1-99,https://m.media-amazon.com/images/I/61ZZxoSsf2L._AC_UL320_.jpg,organic,7454898011,moissanite,3,98,12.99,0.0,0.0
B0C4TMF34F,71.0,"Certified Moissanite Station Chain Bracelet in Silver (14K Gold Plated), 7 Stone Moissanite Diamond Stackable Bracelet for Women- DVS1 Quality",0.0,USD,True,False,71.0,False,,,1,0,False,0.0,"FREE delivery Thu, Jul 11 Or fastest delivery Mon, Jul 8",4.0,,/Certified-Moissanite-Bracelet-Stackable-Sterling/dp/B0C4TMF34F/ref=sr_1_100?dib=eyJ2IjoiMSJ9.iWXBaF0EDT2r5nTs3cPYMvp7pnpsKRDYxVCJ91DF6b4ibHIowz_T4O_xpNbuPYOskJnzuDCuDKr3rIQm62nfbt4n5c9IzNtGPfmkHRVbxILkmdDPxS-BUHyOXG-wGXQ-Tz8KqJ2QwB8Q_P52VNoNhW6dY0Br8hreOJaJCJyqWooi0C58iCjn5I7kM30sG9BqkcWkPkhd1e7XbfodJvzXx5rf8Fm8UMYbFaCohvBZd-5gR9xYJDTdYxiScjDBNx2Mu4lDOVyQRoQi9e8ns0apsItWPwljqcYol0x95H7pcbc.ZE4sQNqKFT6SXybuFsUF0JYAy-F1sIC2lTrK74IlKQo&dib_tag=se&keywords=moissanite&qid=1720255321&s=apparel&sr=1-100,https://m.media-amazon.com/images/I/51Gtf51eBYL._AC_UL320_.jpg,organic,7454898011,moissanite,3,99,0.0,0.0,0.0
B09ZYW5KST,142.99,"925 Sterling Silver White Moissanite 7 Inch Round Bangle Bracelet For Women (1.30 Cttw, with Secure Locking)",5.0,USD,True,False,142.99,False,,,1,1,False,0.0,FREE delivery,5.0,,/Sterling-Moissanites-Gem-Stone-King/dp/B09ZYW5KST/ref=sr_1_101?dib=eyJ2IjoiMSJ9.iWXBaF0EDT2r5nTs3cPYMvp7pnpsKRDYxVCJ91DF6b4ibHIowz_T4O_xpNbuPYOskJnzuDCuDKr3rIQm62nfbt4n5c9IzNtGPfmkHRVbxILkmdDPxS-BUHyOXG-wGXQ-Tz8KqJ2QwB8Q_P52VNoNhW6dY0Br8hreOJaJCJyqWooi0C58iCjn5I7kM30sG9BqkcWkPkhd1e7XbfodJvzXx5rf8Fm8UMYbFaCohvBZd-5gR9xYJDTdYxiScjDBNx2Mu4lDOVyQRoQi9e8ns0apsItWPwljqcYol0x95H7pcbc.ZE4sQNqKFT6SXybuFsUF0JYAy-F1sIC2lTrK74IlKQo&dib_tag=se&keywords=moissanite&qid=1720255321&s=apparel&sr=1-101,https://m.media-amazon.com/images/I/61re7ceHd-L._AC_UL320_.jpg,organic,7454898011,moissanite,3,100,142.99,0.0,0.0
B0D296PVKZ,39.99,"925 Sterling Silver Moissanite Bracelet for Women,1CT D Color VVS1 Diamond,Adjustabale 14K White Gold Box Chain(Fully Adjustable Up to 8.3 Inch/21cm),Perfect Jewelry Gifts",0.0,USD,True,False,39.99,False,,,1,20,False,0.0,"FREE delivery Thu, Jul 11 Or fastest delivery Mon, Jul 8",6.0,,/YQWHKJ-Sterling-Moissanite-Adjustabale-Adjustable/dp/B0D296PVKZ/ref=sr_1_102?dib=eyJ2IjoiMSJ9.iWXBaF0EDT2r5nTs3cPYMvp7pnpsKRDYxVCJ91DF6b4ibHIowz_T4O_xpNbuPYOskJnzuDCuDKr3rIQm62nfbt4n5c9IzNtGPfmkHRVbxILkmdDPxS-BUHyOXG-wGXQ-Tz8KqJ2QwB8Q_P52VNoNhW6dY0Br8hreOJaJCJyqWooi0C58iCjn5I7kM30sG9BqkcWkPkhd1e7XbfodJvzXx5rf8Fm8UMYbFaCohvBZd-5gR9xYJDTdYxiScjDBNx2Mu4lDOVyQRoQi9e8ns0apsItWPwljqcYol0x95H7pcbc.ZE4sQNqKFT6SXybuFsUF0JYAy-F1sIC2lTrK74IlKQo&dib_tag=se&keywords=moissanite&qid=1720255321&s=apparel&sr=1-102,https://m.media-amazon.com/images/I/517aRykcfpL._AC_UL320_.jpg,organic,7454898011,moissanite,3,101,799.8000000000001,0.0,0.0
B0D2L3V5SF,179.99,Moissanite Bangle 1.18 Carats 2mm D Color VVS1 Round Cut Moissanite 925 Sterling Silver Classic Tennis Bracelets for Women,5.0,USD,False,False,179.99,False,,,1,2,False,0.0,FREE delivery,7.0,,/FANCIME-Moissanite-Sterling-Classic-Bracelets/dp/B0D2L3V5SF/ref=sr_1_103?dib=eyJ2IjoiMSJ9.iWXBaF0EDT2r5nTs3cPYMvp7pnpsKRDYxVCJ91DF6b4ibHIowz_T4O_xpNbuPYOskJnzuDCuDKr3rIQm62nfbt4n5c9IzNtGPfmkHRVbxILkmdDPxS-BUHyOXG-wGXQ-Tz8KqJ2QwB8Q_P52VNoNhW6dY0Br8hreOJaJCJyqWooi0C58iCjn5I7kM30sG9BqkcWkPkhd1e7XbfodJvzXx5rf8Fm8UMYbFaCohvBZd-5gR9xYJDTdYxiScjDBNx2Mu4lDOVyQRoQi9e8ns0apsItWPwljqcYol0x95H7pcbc.ZE4sQNqKFT6SXybuFsUF0JYAy-F1sIC2lTrK74IlKQo&dib_tag=se&keywords=moissanite&qid=1720255321&s=apparel&sr=1-103,https://m.media-amazon.com/images/I/612MUvRCNDL._AC_UL320_.jpg,organic,7454898011,moissanite,3,102,359.98,0.0,0.0
