,asin,price,title,rating,currency,is_prime,best_seller,price_upper,is_sponsored,manufacturer,sales_volume,pricing_count,reviews_count,is_amazons_choice,price_strikethrough,shipping_information,pos,rel_pos,url,url_image,source,category_id,keyword,page,position,min_revenue,discount,discount_rate
0,B0BPCJD7SP,159.89,"Vangoa Violin 4/4 Full Size Set, Fiddle Kit Acoustic, Violin Solid Maple Wood Ebony Fittings for Adults Kids",4.1,USD,,False,159.89,True,,,1,25,False,229.89,,,1.0,https://aax-us-iad.amazon.com/x/c/JKutdEPs4xSbMb_FKykXhkAAAAGQg9RidQEAAAH2AQBvbm9fdHhuX2JpZDcgICBvbm9fdHhuX2ltcDEgICAxa_Al/https://www.amazon.com/Vangoa-Acoustic-Professional-Matched-Beginner/dp/B0BPCJD7SP/ref=sxin_16_sbv_search_btf?content-id=amzn1.sym.5cde1a09-4942-4242-87c5-e66d2d3b6a3c:amzn1.sym.5cde1a09-4942-4242-87c5-e66d2d3b6a3c&cv_ct_cx=violin&dib=eyJ2IjoiMSJ9.NzRomq18rg0_KC_wt7DS7w.r3lsuYadAZ3X6dy0nt5bMTnVQkwdqoc4vemqo9tZ8l4&dib_tag=se&keywords=violin&pd_rd_i=B0BPCJD7SP&pd_rd_r=19a5edba-c2df-490c-99fd-fbb0406e497d&pd_rd_w=ePoeL&pd_rd_wg=YyW1D&pf_rd_p=5cde1a09-4942-4242-87c5-e66d2d3b6a3c&pf_rd_r=YV49QGBQN9ZSP9N2MWQ9&qid=1720198652&s=musical-instruments&sbo=RZvfv//HxDF+O5021pAnSA==&sr=1-1-5190daf0-67e3-427c-bea6-c72c1df98776,https://aax-us-iad.amazon.com/e/loi/imp?b=JKutdEPs4xSbMb_FKykXhkAAAAGQg9RidQEAAAH2AQBvbm9fdHhuX2JpZDcgICBvbm9fdHhuX2ltcDEgICAxa_Al,paid,11968951,violin,1,1,3997.25,70.0,0.3044934533907521
1,B00MRJ8LSU,39.92,"Otamatone Japanese Electronic Musical Instrument Portable Music Synthesizer from Japan by Maywa Denki Studio Award Winning, Educational Fun Gift for Children, Teens & Adults - Black",4.3,USD,,False,39.92,True,,1K+ bought in past month,1,16456,False,49.99,,,2.0,https://aax-us-iad.amazon.com/x/c/JJ6ftdAvp0ddpAs7dhuzCXUAAAGQg9RiiAEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICCoM0P1/https://www.amazon.com/Otamatone-Touch-Sensitive-Electronic-Musical-Instrument/dp/B00MRJ8LSU/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.2f0a8989-0b67-47e7-b61e-9e3ef9908602:amzn1.sym.2f0a8989-0b67-47e7-b61e-9e3ef9908602&cv_ct_cx=violin&dib=eyJ2IjoiMSJ9.Gds6tVtV2h3A8c4_dQq9Og.1EUCVLY5klmwcop1ODaMiU4cO55SltD1nmnr7SFKtmE&dib_tag=se&keywords=violin&pd_rd_i=B00MRJ8LSU&pd_rd_r=10e6bacb-a149-4bd1-b5cc-279b908b5cf6&pd_rd_w=kxsuS&pd_rd_wg=DulOk&pf_rd_p=2f0a8989-0b67-47e7-b61e-9e3ef9908602&pf_rd_r=YV49QGBQN9ZSP9N2MWQ9&qid=1720198652&s=musical-instruments&sbo=RZvfv//HxDF+O5021pAnSA==&sr=1-1-a61ee601-6e56-4862-a8a2-1d3da5a5406f,https://aax-us-iad.amazon.com/e/loi/imp?b=JJ6ftdAvp0ddpAs7dhuzCXUAAAGQg9RiiAEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICCoM0P1,paid,11968951,violin,1,2,656923.52,10.07,0.20144028805761152
2,B0CHJZF6B8,29.9,4/4 Cloth Fluff Triangle Shape Silver Gray Violin Case Black,4.6,USD,False,False,29.9,False,,,1,6,False,32.9,FREE delivery Jul 10 - 12,2.0,,/MEZHI-Cloth-Triangle-Silver-Violin/dp/B0CHJZF6B8/ref=sr_1_2?dib=eyJ2IjoiMSJ9.T4Ll_T9Ynba5TZ7uBOsZMAI1DtTSuTWoWd6LJxnMYlCkmxZPDLP-Ykno-bLJqIyIkcN1sZ6_4S1vM0LgW679Hinf8NgZ54rLmzIKu_WBOoJ9j6FCVqzThtDb-qqWn-FECw33qS7RyQPnFLyW1BMR22aCUvFfX04T6SjhNsXzc9eni7deSehzn_qVosoIgRRDmcrUNjx-WCKR0lbgS71OZc_RmD61RdxFTwdVvSDP5HZgMqWWe4MloQMPlwjSGl7Fy7Jlii6LxRK0Bq9qDyTf-cn9vp3r6LbvLA7GWsvjlhM.CcE3ONjcVMd5bocQ_YJYEVQ9bi5dJXyKwTK0RmoNb7Q&dib_tag=se&keywords=violin&qid=1720198652&s=musical-instruments&sr=1-2,https://m.media-amazon.com/images/I/61SUBMAxDyL._AC_UL320_.jpg,organic,11968951,violin,1,1,179.4,3.0,0.0911854103343465
3,B009IDT5ZG,59.99,"Protec MX044PR 4/4 Violin Shaped MAX Case, Purple",4.7,USD,True,True,59.99,False,,,1,706,False,75.0,"FREE delivery Wed, Jul 10 Or fastest delivery Mon, Jul 8",3.0,,/Protec-MX044PR-Violin-Shaped-Purple/dp/B009IDT5ZG/ref=sr_1_3?dib=eyJ2IjoiMSJ9.T4Ll_T9Ynba5TZ7uBOsZMAI1DtTSuTWoWd6LJxnMYlCkmxZPDLP-Ykno-bLJqIyIkcN1sZ6_4S1vM0LgW679Hinf8NgZ54rLmzIKu_WBOoJ9j6FCVqzThtDb-qqWn-FECw33qS7RyQPnFLyW1BMR22aCUvFfX04T6SjhNsXzc9eni7deSehzn_qVosoIgRRDmcrUNjx-WCKR0lbgS71OZc_RmD61RdxFTwdVvSDP5HZgMqWWe4MloQMPlwjSGl7Fy7Jlii6LxRK0Bq9qDyTf-cn9vp3r6LbvLA7GWsvjlhM.CcE3ONjcVMd5bocQ_YJYEVQ9bi5dJXyKwTK0RmoNb7Q&dib_tag=se&keywords=violin&qid=1720198652&s=musical-instruments&sr=1-3,https://m.media-amazon.com/images/I/61rJ6RJZjhL._AC_UL320_.jpg,organic,11968951,violin,1,2,42352.94,15.009999999999998,0.2001333333333333
4,B00J1UXIPY,59.99,"ADM 4/4 Full Size Violin Hard Case Basic Professional Triangular Shape Backpack, Super Light Suspension, Black",4.4,USD,True,False,59.99,False,,,1,558,False,,"FREE delivery Wed, Jul 10 Or fastest delivery Mon, Jul 8",4.0,,/ADM-Professional-Triangular-Suspension-Violin/dp/B00J1UXIPY/ref=sr_1_4?dib=eyJ2IjoiMSJ9.T4Ll_T9Ynba5TZ7uBOsZMAI1DtTSuTWoWd6LJxnMYlCkmxZPDLP-Ykno-bLJqIyIkcN1sZ6_4S1vM0LgW679Hinf8NgZ54rLmzIKu_WBOoJ9j6FCVqzThtDb-qqWn-FECw33qS7RyQPnFLyW1BMR22aCUvFfX04T6SjhNsXzc9eni7deSehzn_qVosoIgRRDmcrUNjx-WCKR0lbgS71OZc_RmD61RdxFTwdVvSDP5HZgMqWWe4MloQMPlwjSGl7Fy7Jlii6LxRK0Bq9qDyTf-cn9vp3r6LbvLA7GWsvjlhM.CcE3ONjcVMd5bocQ_YJYEVQ9bi5dJXyKwTK0RmoNb7Q&dib_tag=se&keywords=violin&qid=1720198652&s=musical-instruments&sr=1-4,https://m.media-amazon.com/images/I/815VnT96XIL._AC_UL320_.jpg,organic,11968951,violin,1,3,33474.42,,
5,B01N0IVUFS,49.99,Sky VNCLWBK101-1/2 Violin,3.2,USD,True,False,49.99,False,,,1,10,False,,"FREE delivery Wed, Jul 10 Or fastest delivery Mon, Jul 8",5.0,,/Sky-VNCLWBK101-1-2-Violin/dp/B01N0IVUFS/ref=sr_1_5?dib=eyJ2IjoiMSJ9.T4Ll_T9Ynba5TZ7uBOsZMAI1DtTSuTWoWd6LJxnMYlCkmxZPDLP-Ykno-bLJqIyIkcN1sZ6_4S1vM0LgW679Hinf8NgZ54rLmzIKu_WBOoJ9j6FCVqzThtDb-qqWn-FECw33qS7RyQPnFLyW1BMR22aCUvFfX04T6SjhNsXzc9eni7deSehzn_qVosoIgRRDmcrUNjx-WCKR0lbgS71OZc_RmD61RdxFTwdVvSDP5HZgMqWWe4MloQMPlwjSGl7Fy7Jlii6LxRK0Bq9qDyTf-cn9vp3r6LbvLA7GWsvjlhM.CcE3ONjcVMd5bocQ_YJYEVQ9bi5dJXyKwTK0RmoNb7Q&dib_tag=se&keywords=violin&qid=1720198652&s=musical-instruments&sr=1-5,https://m.media-amazon.com/images/I/61dLD6Rm9hL._AC_UL320_.jpg,organic,11968951,violin,1,4,499.9,,
6,B06XW746F9,69.99,Aileen CSV102 Basic Professional Triangular Lightweight Suspension Carry Violin Hard Case - 4/4 Full Size Black,4.5,USD,True,False,69.99,False,,,1,210,False,,"FREE delivery Wed, Jul 10 Or fastest delivery Mon, Jul 8",6.0,,/Aileen-Professional-Triangular-Lightweight-Suspension/dp/B06XW746F9/ref=sr_1_6?dib=eyJ2IjoiMSJ9.T4Ll_T9Ynba5TZ7uBOsZMAI1DtTSuTWoWd6LJxnMYlCkmxZPDLP-Ykno-bLJqIyIkcN1sZ6_4S1vM0LgW679Hinf8NgZ54rLmzIKu_WBOoJ9j6FCVqzThtDb-qqWn-FECw33qS7RyQPnFLyW1BMR22aCUvFfX04T6SjhNsXzc9eni7deSehzn_qVosoIgRRDmcrUNjx-WCKR0lbgS71OZc_RmD61RdxFTwdVvSDP5HZgMqWWe4MloQMPlwjSGl7Fy7Jlii6LxRK0Bq9qDyTf-cn9vp3r6LbvLA7GWsvjlhM.CcE3ONjcVMd5bocQ_YJYEVQ9bi5dJXyKwTK0RmoNb7Q&dib_tag=se&keywords=violin&qid=1720198652&s=musical-instruments&sr=1-6,https://m.media-amazon.com/images/I/719WEhvHU+L._AC_UL320_.jpg,organic,11968951,violin,1,5,14697.9,,
7,B09W5JHFTM,79.99,"adm 4/4 Full Size Violin Case Oblong Violin Hard Case with Built-in Hygrometer,Super Lightweight Portable with Carrying Straps",4.0,USD,True,False,79.99,False,,,1,70,False,88.99,"FREE delivery Wed, Jul 10 Or fastest delivery Tue, Jul 9",7.0,,/Violin-Hygrometer-Lightweight-Portable-Carrying/dp/B09W5JHFTM/ref=sr_1_7?dib=eyJ2IjoiMSJ9.T4Ll_T9Ynba5TZ7uBOsZMAI1DtTSuTWoWd6LJxnMYlCkmxZPDLP-Ykno-bLJqIyIkcN1sZ6_4S1vM0LgW679Hinf8NgZ54rLmzIKu_WBOoJ9j6FCVqzThtDb-qqWn-FECw33qS7RyQPnFLyW1BMR22aCUvFfX04T6SjhNsXzc9eni7deSehzn_qVosoIgRRDmcrUNjx-WCKR0lbgS71OZc_RmD61RdxFTwdVvSDP5HZgMqWWe4MloQMPlwjSGl7Fy7Jlii6LxRK0Bq9qDyTf-cn9vp3r6LbvLA7GWsvjlhM.CcE3ONjcVMd5bocQ_YJYEVQ9bi5dJXyKwTK0RmoNb7Q&dib_tag=se&keywords=violin&qid=1720198652&s=musical-instruments&sr=1-7,https://m.media-amazon.com/images/I/61vH2HhBHmL._AC_UL320_.jpg,organic,11968951,violin,1,6,5599.3,9.0,0.10113495898415553
8,B01L6SSCTK,129.99,Aileen Violin Hard Case 4/4 Full Size Luxury with Hygrometer Suspension…,4.4,USD,True,False,129.99,False,,,1,215,False,,"FREE delivery Wed, Jul 10 Or fastest delivery Mon, Jul 8",8.0,,/Violin-Aileen-Fiberglass-Hygrometer-Suspension/dp/B01L6SSCTK/ref=sr_1_8?dib=eyJ2IjoiMSJ9.T4Ll_T9Ynba5TZ7uBOsZMAI1DtTSuTWoWd6LJxnMYlCkmxZPDLP-Ykno-bLJqIyIkcN1sZ6_4S1vM0LgW679Hinf8NgZ54rLmzIKu_WBOoJ9j6FCVqzThtDb-qqWn-FECw33qS7RyQPnFLyW1BMR22aCUvFfX04T6SjhNsXzc9eni7deSehzn_qVosoIgRRDmcrUNjx-WCKR0lbgS71OZc_RmD61RdxFTwdVvSDP5HZgMqWWe4MloQMPlwjSGl7Fy7Jlii6LxRK0Bq9qDyTf-cn9vp3r6LbvLA7GWsvjlhM.CcE3ONjcVMd5bocQ_YJYEVQ9bi5dJXyKwTK0RmoNb7Q&dib_tag=se&keywords=violin&qid=1720198652&s=musical-instruments&sr=1-8,https://m.media-amazon.com/images/I/516j3DOlp1L._AC_UL320_.jpg,organic,11968951,violin,1,7,27947.85,,
9,B08P4WKSL6,97.33,Crossrock 4/4 Violin Case-Backpack Style in Black (CRA860SVFBK),4.4,USD,True,False,97.33,False,,,1,79,False,,"FREE delivery Wed, Jul 10 Or fastest delivery Mon, Jul 8",9.0,,/Crossrock-Violin-Case-Backpack-Style-CRA860SVFBK/dp/B08P4WKSL6/ref=sr_1_9?dib=eyJ2IjoiMSJ9.T4Ll_T9Ynba5TZ7uBOsZMAI1DtTSuTWoWd6LJxnMYlCkmxZPDLP-Ykno-bLJqIyIkcN1sZ6_4S1vM0LgW679Hinf8NgZ54rLmzIKu_WBOoJ9j6FCVqzThtDb-qqWn-FECw33qS7RyQPnFLyW1BMR22aCUvFfX04T6SjhNsXzc9eni7deSehzn_qVosoIgRRDmcrUNjx-WCKR0lbgS71OZc_RmD61RdxFTwdVvSDP5HZgMqWWe4MloQMPlwjSGl7Fy7Jlii6LxRK0Bq9qDyTf-cn9vp3r6LbvLA7GWsvjlhM.CcE3ONjcVMd5bocQ_YJYEVQ9bi5dJXyKwTK0RmoNb7Q&dib_tag=se&keywords=violin&qid=1720198652&s=musical-instruments&sr=1-9,https://m.media-amazon.com/images/I/71WDWMQ3pdL._AC_UL320_.jpg,organic,11968951,violin,1,8,7689.07,,
