,asin,position,keyword,category_id,price,title,rating,currency,is_prime,best_seller,price_upper,is_sponsored,manufacturer,sales_volume,pricing_count,reviews_count,is_amazons_choice,price_strikethrough,shipping_information,pos,rel_pos,url,url_image,source,page,min_revenue,discount,discount_rate
1822,B0BNVCWJ9J,151,moissanite,7454927011,57.77,"Locket Necklace with Photo, Heart Necklace for Women, D Color VVS1 Moissanite 925 Sterling Silver Heart Necklace Birthday Gift for Her Girls",4.5,USD,True,False,57.77,False,,,1,121,False,97.77,"FREE delivery Thu, Jul 11",8.0,,https://www.amazon.com/dp/B0BNVCWJ9J,https://m.media-amazon.com/images/I/81w+Bf2+Y+L._AC_UL320_.jpg,organic,4,6990.17,40.0,0.41
1770,B0BL73Z4QT,168,gold plated,7454898011,12.99,Dainty Gold Bracelet for Women 14K Gold Plated Lightweight Chain Bracelet Herringbone Twisted Rope Box Mesh Bracelet Charm Minimalist Handmade Jewelry Gift,4.4,USD,True,False,12.99,False,,,1,537,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Wed, Jul 10",25.0,,https://www.amazon.com/dp/B0BL73Z4QT,https://m.media-amazon.com/images/I/51hp0lSyyKL._AC_UL320_.jpg,organic,4,6975.63,0.0,0.0
1153,B096XFWSVM,27,sterling silver,7454898011,5.99,"925 Sterling Silver Bracelets for Women Teens, Love Heart Charm Chain Bracelet Bangle Fashion Jewelry Gifts",4.0,USD,True,False,5.99,False,,,1,1162,False,0.0,"FREE delivery Fri, Jul 12 on $35 of items shipped by AmazonOr fastest delivery Tue, Jul 9",28.0,,https://www.amazon.com/dp/B096XFWSVM,https://m.media-amazon.com/images/I/5166FiFjV4S._AC_UL320_.jpg,organic,1,6960.38,0.0,0.0
512,B0736Z9M78,88; 129,cubic zirconia,7454898011,13.99,Love Gift Cubic Zirconia CZ Bridal Butterfly Adjustable Bracelet for Women,4.6,USD,True,False,13.99,False,,,1,497,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Tomorrow, Jul 7",41.0,,https://www.amazon.com/dp/B0736Z9M78,https://m.media-amazon.com/images/I/51dDL7fY8kL._AC_UL320_.jpg,organic,2,6953.03,0.0,0.0
826,B07YYBGWL3,34,solid gold,7454898011,197.0,Diamond Evil Eye Bracelet in 14K Solid Gold | Protection Bracelets for Women,3.9,USD,True,False,197.0,False,,,1,35,False,0.0,"FREE delivery Thu, Jul 11",34.0,,https://www.amazon.com/dp/B07YYBGWL3,https://m.media-amazon.com/images/I/51OlqEs5wEL._AC_UL320_.jpg,organic,1,6895.0,0.0,0.0
1290,B09K42BCTT,95; 107,sterling silver,7454898011,8.98,925 Sterling Silver Charms for Bracelets and Necklaces Butterfly Beads Dangle Pendants Jewelry Gifts for Women,4.7,USD,True,False,8.98,False,,,1,763,False,14.98,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Tomorrow, Jul 7",48.0,,https://www.amazon.com/dp/B09K42BCTT,https://m.media-amazon.com/images/I/61oJtdCq+eL._AC_UL320_.jpg,organic,2,6851.74,6.0,0.4
329,B00QATIB6A,22,violin,11968981,11.97,"Jumbo BLACK Violin Fingering Tape 300"" Inches for Fretboard Note Positions",4.7,USD,True,False,11.97,False,,50+,1,572,False,,"FREE delivery Wed, Jul 10 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 8",23.0,,https://www.amazon.com/dp/B00QATIB6A,https://m.media-amazon.com/images/I/816If-TuaLL._AC_UL320_.jpg,organic,1,6846.84,0.0,0.0
754,B07RKKZ1LY,97,amethyst,7454898011,18.99,Shop LC Birthstone Bolo Bracelet for Women Wedding Jewelry for Bride Adjustable Slider Chain Engagement Anniversary Wedding Promise Bracelet Birthday Gifts for Women,4.4,USD,True,False,18.99,False,,,1,360,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Wed, Jul 10",2.0,,https://www.amazon.com/dp/B07RKKZ1LY,https://m.media-amazon.com/images/I/51TErErDcrL._AC_UL320_.jpg,organic,3,6836.4,0.0,0.0
1471,B09X2Z9B79,19,cubic zirconia,7454898011,33.99,18K White/Yellow Gold Plated 3.0mm Round Cubic Zirconia Classic Tennis Necklace For Women 16-24 Inches,4.4,USD,,False,33.99,True,,100+,1,201,False,0.0,,,1.0,https://www.amazon.com/dp/B09X2Z9B79,https://aax-us-iad.amazon.com/e/loi/imp?b=JA_Ze874mT9FQsAS_ObJhB0AAAGQh6Kw7gEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICAS5Wl1,paid,7,6831.99,0.0,0.0
2923,B0CWTMCSS3,20,gold plated,7454898011,13.98,18K Gold Plated Clover Lucky Bracelet for Women White/Black/Red/Green Link Bracelets Cute Bracelets Jewelry Gifts Trendy for Women,4.0,USD,True,False,13.98,False,,200+,1,488,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Tomorrow, Jul 7",21.0,,https://www.amazon.com/dp/B0CWTMCSS3,https://m.media-amazon.com/images/I/615C2d5m73L._AC_UL320_.jpg,organic,1,6822.24,0.0,0.0
2000,B0BYT5QS5V,253,gold plated,7454898011,10.99,"Womens Dainty Gold Chain Bracelet,Simple Layered Chain Bracelets,Beaded Turquoise Bracelet,Charm Crystal Bar,Heart,Karma,Triangle,Pearl Bracelets for Women",4.5,USD,True,False,10.99,False,,,1,619,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by Amazon",22.0,,https://www.amazon.com/dp/B0BYT5QS5V,https://m.media-amazon.com/images/I/41P7GjckE+L._AC_UL320_.jpg,organic,6,6802.81,0.0,0.0
924,B087CR5CP8,325,birthstone,7454898011,19.99,Personalized Bangle Bracelet with Charms Custom Names Mother Daughter Jewelry with Simulated Birthstone Family Presents,4.4,USD,False,False,19.99,False,,,1,340,False,0.0,FREE delivery Jul 15 - 18,38.0,,https://www.amazon.com/dp/B087CR5CP8,https://m.media-amazon.com/images/I/51ZBpAzpwbL._AC_UL320_.jpg,organic,7,6796.6,0.0,0.0
1479,B09XHMBSND,214,solid gold,7454898011,3395.0,999.9 24K Solid Gold Price-by-Weight 31.81g Gold Dragon & Phoenix Bangle for Women and Wedding Occasion 91466K | Size: 7,2.9,USD,False,False,3395.0,False,,,1,2,False,0.0,FREE delivery Jul 11 - 16,34.0,,https://www.amazon.com/dp/B09XHMBSND,https://m.media-amazon.com/images/I/71xegofylAL._AC_UL320_.jpg,organic,5,6790.0,0.0,0.0
2379,B0CDWQW2T6,52,moissanite,7454898011,107.77,"Infinity Heart Bracelet for Women, Moissanite Bracelet Gifts for Her, D Color VVS1 Simulated Diamond 925 Sterling Silver Infinity Bracelets",4.4,USD,True,False,107.77,False,,,1,63,False,0.0,"FREE delivery Thu, Jul 11 Or fastest delivery Mon, Jul 8",5.0,,https://www.amazon.com/dp/B0CDWQW2T6,https://m.media-amazon.com/images/I/51rXaDpea3L._AC_UL320_.jpg,organic,2,6789.51,0.0,0.0
2362,B0CD9ZPXYY,16,sterling silver,7454898011,13.99,"Silver Bracelets for Women, Dainty Silver Bracelets for Women Set 14K Silver Bracelet Stack Waterproof Jewelry for Women Trendy Minimalist Simple Small Thin Bracelet Set for Women Teen Girls Gift",4.4,USD,True,False,13.99,False,,1000+,1,485,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 8",17.0,,https://www.amazon.com/dp/B0CD9ZPXYY,https://m.media-amazon.com/images/I/51uhdWCT8FL._AC_UL320_.jpg,organic,1,6785.15,0.0,0.0
251,B007YHJVQQ,90,violin,11969021,112.99,Pirastro Evah Pirazzi Gold Violin String Set - Silver Wound G - Loop E - Medium Gauge,4.2,USD,True,False,112.99,False,,,1,60,False,,"FREE delivery Wed, Jul 10",19.0,,https://www.amazon.com/dp/B007YHJVQQ,https://m.media-amazon.com/images/I/81CWHxlLHhL._AC_UL320_.jpg,organic,4,6779.4,0.0,0.0
3116,B0D1TX23XJ,85,moissanite,7454898011,449.0,"Moissanite Tennis Bracelet 925 Sterling Silver Fine Jewelry D Color VVS1 Round Brilliant Moissanite Wedding bridal prom Birthday Valentines Gift for Women, Length 7.5 Inch",0.0,USD,True,False,449.0,False,,,1,15,False,0.0,"FREE delivery Fri, Jul 12 Or fastest delivery Tue, Jul 9",38.0,,https://www.amazon.com/dp/B0D1TX23XJ,https://m.media-amazon.com/images/I/71XWT5wbSjL._AC_UL320_.jpg,organic,2,6735.0,0.0,0.0
2382,B0CF47F6MF,17,sterling silver,7454898011,9.99,"Sterling Silver Bangle Bracelets for Women,Fashion Jewelry Simple Adjustable 925 Silver Cuff Bangles for Women Mom Wife Valentine Mothers Day Gift",4.0,USD,True,False,9.99,False,,100+,1,672,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 8",18.0,,https://www.amazon.com/dp/B0CF47F6MF,https://m.media-amazon.com/images/I/415rNMoVRdL._AC_UL320_.jpg,organic,1,6713.28,0.0,0.0
3096,B0D17K3YT8,75,sterling silver,7454898011,12.99,Cute Fashion Love Heart Dangle Charm 925 Sterling Silver Charms fits Bracelets and Necklace Pendant Bead Charms Jewelry Gift for Women Family Friends,4.4,USD,True,False,12.99,False,,,1,513,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Tomorrow, Jul 7",28.0,,https://www.amazon.com/dp/B0D17K3YT8,https://m.media-amazon.com/images/I/61Q6dYUniwL._AC_UL320_.jpg,organic,2,6663.87,0.0,0.0
2604,B0CM6F89QZ,2; 4; 5; 6; 19; 20; 3; 7,moissanite,7454898011; 7454927011,69.99,"Moissanite Stud Earrings, Round Cut D Color VVS1 Clarity Lab Created Diamond Earrings Studs 18K White Gold Plated 925 Sterling Silver Jewelry for Women Men",4.8,USD,,False,69.99,True,,100+,1,95,False,0.0,,,2.0,https://www.amazon.com/dp/B0CM6F89QZ,https://aax-us-iad.amazon.com/e/loi/imp?b=JEG2CCadZ3aGSnzuEXlCXocAAAGQhzT-8AEAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICCfrkZP,paid,1,6649.05,0.0,0.0
555,B077BLZFMK,17,solid gold,7454898011,59.99,Gold Vertical Blessed Charm - 10 Karat Solid Gold,4.0,USD,False,False,59.99,False,,,1,110,False,0.0,"$5.51 delivery Mon, Jul 15 Or fastest delivery Jul 9 - 11",17.0,,https://www.amazon.com/dp/B077BLZFMK,https://m.media-amazon.com/images/I/61bJwXb1QSS._AC_UL320_.jpg,organic,1,6598.9,0.0,0.0
1241,B09FZ817LD,74,cubic zirconia,7454898011,15.99,"Tennis Bracelets for Women, 18K Gold Plated 5mm Round Gorgeous Cubic Zirconia Tennis Bracelets for Men, Gold Plated Bracelet Jewelry Size 6-8.5 Inch",4.3,USD,True,False,15.99,False,,,1,412,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Wed, Jul 10",27.0,,https://www.amazon.com/dp/B09FZ817LD,https://m.media-amazon.com/images/I/713M+128kXL._AC_UL320_.jpg,organic,2,6587.88,0.0,0.0
624,B07F65WZDB,40; 48,amethyst,7454898011,9.49,"chengmu 8mm Amethyst Stretch Bracelet for Women Men Natural Handmade Round Beads Semi Precious Gemstone for Crystal Elastic Beaded Bracelet 7.5""",4.5,USD,True,False,9.49,False,,,1,694,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 8",41.0,,https://www.amazon.com/dp/B07F65WZDB,https://m.media-amazon.com/images/I/51I0pINPJUL._AC_UL320_.jpg,organic,1,6586.06,0.0,0.0
120,B000VE49KW,74,violin,11969021,77.38,Larsen Tzigane 4/4 Violin String Set - Medium Gauge with Ball-end E,4.4,USD,True,False,77.38,False,,,1,85,False,,"FREE delivery Wed, Jul 10",3.0,,https://www.amazon.com/dp/B000VE49KW,https://m.media-amazon.com/images/I/81ogufbypjL._AC_UL320_.jpg,organic,4,6577.3,0.0,0.0
264,B00945X8RE,12,solid gold,7454898011,57.99,Gold Vertical Love Charm - 10 Karat Solid Gold,4.3,USD,True,False,57.99,False,,,1,113,False,0.0,"FREE delivery Thu, Jul 11",12.0,,https://www.amazon.com/dp/B00945X8RE,https://m.media-amazon.com/images/I/61IFUKtaK5L._AC_UL320_.jpg,organic,1,6552.87,0.0,0.0
1217,B09DCKW64Y,299,cubic zirconia,7454898011,13.99,"Letter Charms 925 Sterling Silver Initial A-Z Bead Charms for Bracelets Necklaces, Cubic Zirconia Alphabet Beads Personalized Gifts for Women",4.7,USD,True,False,13.99,False,,,1,467,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Wed, Jul 10",12.0,,https://www.amazon.com/dp/B09DCKW64Y,https://m.media-amazon.com/images/I/61vTZ3mxe-L._AC_UL320_.jpg,organic,7,6533.33,0.0,0.0
1218,B09DCN8RQP,127,sterling silver,7454898011,13.99,"Letter Charms 925 Sterling Silver Initial A-Z Bead Charms for Bracelets Necklaces, Cubic Zirconia Alphabet Beads Personalized Gifts for Women",4.7,USD,True,False,13.99,False,,,1,467,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Wed, Jul 10",32.0,,https://www.amazon.com/dp/B09DCN8RQP,https://m.media-amazon.com/images/I/61caqAU0wXL._AC_UL320_.jpg,organic,3,6533.33,0.0,0.0
1984,B0BYF8GB43,33,solid gold,7454898011,155.0,"14K Solid Gold Rosary Cross Bracelet for Women, Teen Girls | 14K Gold Adjustable Cross Bracelet | Gold Chain Bracelet Religious Charm | Christian Baptism Gift | Solid Gold and Gold Plated Options",3.9,USD,False,False,155.0,False,,,1,42,False,0.0,FREE delivery Jul 18 - 23 Or fastest delivery Jul 16 - 18,33.0,,https://www.amazon.com/dp/B0BYF8GB43,https://m.media-amazon.com/images/I/61NlpsSdeEL._AC_UL320_.jpg,organic,1,6510.0,0.0,0.0
444,B01JKLWX5O,117,amethyst,7454898011,78.39,Artisan Handmade Amethyst Cuff Bracelet Sterling Silver from Indonesia Purple Birthstone [6 in L (end to End) x 0.3 in W] ' Bright Eyes',4.5,USD,True,False,78.39,False,,,1,83,False,0.0,"FREE delivery Fri, Jul 12",22.0,,https://www.amazon.com/dp/B01JKLWX5O,https://m.media-amazon.com/images/I/61wuRDI99zL._AC_UL320_.jpg,organic,3,6506.37,0.0,0.0
798,B07WHTT3TW,157,solid gold,7454898011,72.99,Men's 14k Yellow Gold Filled 3.3mm 4.2mm 5.2mm 6mm 7.8mm 8.6mm Solid Figaro Link Bracelet,4.1,USD,True,False,72.99,False,,,1,89,False,0.0,"FREE delivery Thu, Jul 11 Or fastest delivery Wed, Jul 10",13.0,,https://www.amazon.com/dp/B07WHTT3TW,https://m.media-amazon.com/images/I/817i3nqjsCL._AC_UL320_.jpg,organic,4,6496.11,0.0,0.0
821,B07YQDBBGH,51,solid gold,7454898011,323.99,"10k Yellow Gold 5mm Solid Cuban Curb Link Chain Bracelet, Mens Womens Jewelry 7"" 7.5"" 8"" 8.5"" 9""",3.9,USD,False,False,323.99,False,,,1,20,False,0.0,"FREE delivery Jul 10 - 12 Or fastest delivery Tue, Jul 9",3.0,,https://www.amazon.com/dp/B07YQDBBGH,https://m.media-amazon.com/images/I/612feXxTm1L._AC_UL320_.jpg,organic,2,6479.8,0.0,0.0
877,B083FHR5S9,329,cubic zirconia,7454898011,22.99,Gold Tennis Bracelet Men Silver Bracelet for Women 1Row 3/4/5/6mm Iced out Cubic Zirconia 14K Gold Plated Gold Jewelry Minimalistic Accessory,4.2,USD,True,False,22.99,False,,,1,278,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by Amazon",42.0,,https://www.amazon.com/dp/B083FHR5S9,https://m.media-amazon.com/images/I/610ayikNL0L._AC_UL320_.jpg,organic,7,6391.22,0.0,0.0
81,B000F3FQP6,21; 30,violin,11968991,17.95,The Original Hill Dark Rosin For Violin - Viola - Cello,4.6,USD,True,False,17.95,False,,50+,1,356,False,19.95,"FREE delivery Wed, Jul 10 on $35 of items shipped by AmazonOr fastest delivery Sun, Jul 7",22.0,,https://www.amazon.com/dp/B000F3FQP6,https://m.media-amazon.com/images/I/61XUqhibshL._AC_UL320_.jpg,organic,1,6390.2,2.0,0.1
1879,B0BRZ136LK,266,moissanite,7454927011,289.99,Sterling Silver Moissanite Tennis Necklace:3MM VVS1 D Color White Gold Plated Moissanite Choker Dainty Hypoallergenic Elegant Diamond Cut GRA Certificate Party Birthday Wedding Jewelry Gift,4.0,USD,True,False,289.99,False,,,1,22,False,0.0,"FREE delivery Thu, Jul 11 Or fastest delivery Wed, Jul 10",27.0,,https://www.amazon.com/dp/B0BRZ136LK,https://m.media-amazon.com/images/I/61Ifr+GmMFL._AC_UL320_.jpg,organic,6,6379.78,0.0,0.0
281,B00C67Z8ZW,159,amethyst,7454898011,124.99,"925 Sterling Silver Tennis Bracelet For Women - Genuine Natural or Created 4mm Gemstone Round Cut Birthstones, 7.25""",3.9,USD,True,False,124.99,False,,,1,51,False,0.0,"FREE delivery Thu, Jul 11 Or fastest delivery Wed, Jul 10",16.0,,https://www.amazon.com/dp/B00C67Z8ZW,https://m.media-amazon.com/images/I/81HtTJEPouL._AC_UL320_.jpg,organic,4,6374.49,0.0,0.0
2181,B0C5M2CHSZ,14,gold plated,7454898011,16.99,Bangle Cuff Bracelet Set for Women 14K Gold Plated/925 Sterling Silver Plated Bracelet Stack Adjustable Tennis/Beaded/Paperclip/Cuban Link Chain Bracelets Jewelry Accessories for Women,4.4,USD,True,True,16.99,False,,2000+,1,374,False,18.99,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Tomorrow, Jul 7",15.0,,https://www.amazon.com/dp/B0C5M2CHSZ,https://m.media-amazon.com/images/I/71IAMWVOk9L._AC_UL320_.jpg,organic,1,6354.26,2.0,0.11
2336,B0CCKTP296,15,sterling silver,7454898011,16.99,Bangle Cuff Bracelet Set for Women 14K Gold Plated/925 Sterling Silver Plated Bracelet Stack Adjustable Tennis/Beaded/Paperclip/Cuban Link Chain Bracelets Jewelry Accessories for Women,4.4,USD,True,True,16.99,False,,300+,1,374,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Tue, Jul 9",16.0,,https://www.amazon.com/dp/B0CCKTP296,https://m.media-amazon.com/images/I/616AYQyHeXL._AC_UL320_.jpg,organic,1,6354.26,0.0,0.0
2835,B0CSFDSLLG,75; 98,gold plated,7454898011,16.99,Bangle Cuff Bracelet Set for Women 14K Gold Plated/925 Sterling Silver Plated Bracelet Stack Adjustable Tennis/Beaded/Paperclip/Cuban Link Chain Bracelets Jewelry Accessories for Women,4.4,USD,True,True,16.99,False,,50+,1,374,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Wed, Jul 10",28.0,,https://www.amazon.com/dp/B0CSFDSLLG,https://m.media-amazon.com/images/I/71p1d4jQQYL._AC_UL320_.jpg,organic,2,6354.26,0.0,0.0
1949,B0BWQNCLNP,273,sterling silver,7454898011,20.77,Genuine Black Leather Woven Bracelet with 925 Sterling Silver Barrel Snap Clasp Bead Bracelet for Charms,4.3,USD,True,False,20.77,False,,,1,305,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Tue, Jul 9",34.0,,https://www.amazon.com/dp/B0BWQNCLNP,https://m.media-amazon.com/images/I/513PA93NzaL._AC_UL320_.jpg,organic,6,6334.85,0.0,0.0
1198,B09BFVWKX6,165,cubic zirconia,7454898011,11.99,3 Pcs Tennis Bracelets for Women 14K Gold Plated 4mm 5A+ Cubic Zirconia CZ Diamond Classic Adjustable Slider Bracelet Fashion Jewelry Wedding Gift Size 6.5-7.5 Inch,4.2,USD,True,False,11.99,False,,,1,527,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 8",22.0,,https://www.amazon.com/dp/B09BFVWKX6,https://m.media-amazon.com/images/I/81-uc5P9AUL._AC_UL320_.jpg,organic,4,6318.73,0.0,0.0
1821,B0BNVCQTGY,113,moissanite,7454927011,47.77,"Women's Necklace, Anniversary Sparkling Gifts for Wife, 1/2Carat Moissanite Necklace for Women, Lab Created Diamond Necklace, 925 Sterling Silver Necklace for Birthday Christmas Gift",4.4,USD,True,False,47.77,False,,,1,132,False,87.77,"FREE delivery Thu, Jul 11 Or fastest delivery Wed, Jul 10",18.0,,https://www.amazon.com/dp/B0BNVCQTGY,https://m.media-amazon.com/images/I/61kIRX8j81L._AC_UL320_.jpg,organic,3,6305.64,40.0,0.46
1543,B0B3MCXVFN,150; 262; 292,cubic zirconia,7454898011,22.99,"Wedding Bridal Bracelet for Brides Bridesmaids, Gorgeous Cubic Zirconia Classic Teardrop Tennis Bracelet for Women Jewelry",4.6,USD,True,False,22.99,False,,,1,272,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Tue, Jul 9",7.0,,https://www.amazon.com/dp/B0B3MCXVFN,https://m.media-amazon.com/images/I/71nLWH2rB5L._AC_UL320_.jpg,organic,4,6253.28,0.0,0.0
1069,B08T23GQPY,46; 51,sterling silver,7454898011,16.99,925 Sterling Silver Initial Bracelets Heart A-Z Letter Bracelets Hand Link Charm Dainty Bracelet for Women,4.2,USD,True,False,16.99,False,,,1,367,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Tue, Jul 9",47.0,,https://www.amazon.com/dp/B08T23GQPY,https://m.media-amazon.com/images/I/51I+EKyjoZL._AC_UL320_.jpg,organic,1,6235.33,0.0,0.0
489,B06Y339ZLC,7,birthstone,7454898011,9.99,1pc Authentic Solid Sterling Silver Hypoallergenic Jan-Dec Birthstone Bead Charm Swarovski Rhinestone Compatible with Pandora All Bracelet Necklace Women Birthday Gift,4.5,USD,True,False,9.99,False,,,1,624,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Wed, Jul 10",8.0,,https://www.amazon.com/dp/B06Y339ZLC,https://m.media-amazon.com/images/I/61TOXAvzj3L._AC_UL320_.jpg,organic,1,6233.76,0.0,0.0
2072,B0C1TTNTZD,77; 128,gold plated,7454898011,9.99,"Gold Link Bracelets Sets for Women, 14K Gold Plated Dainty Classic Adjustable Paperclip Layered Bracelets, Fashion Simple Chain Tennis Bracelet with Zirconia, Jewelry Gifts.",4.1,USD,True,False,9.99,False,,50+,1,624,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by Amazon",30.0,,https://www.amazon.com/dp/B0C1TTNTZD,https://m.media-amazon.com/images/I/61BQx2GziCL._AC_UL320_.jpg,organic,2,6233.76,0.0,0.0
1146,B0964Z2BK7,12,violin,11968981,15.45,"Viotti Violin Bridge 4/4: Finer Grade Solid Maple Violin Bridge, Pre-Cut & Pre-Fitted to Fit Most 4/4 Violins, Crafted by Highly Skilled Experts for Sharper Sound, Volume, Beauty & Clarity",4.7,USD,True,False,15.45,False,,100+,1,403,False,18.45,"FREE delivery Wed, Jul 10 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 8",13.0,,https://www.amazon.com/dp/B0964Z2BK7,https://m.media-amazon.com/images/I/81Ud-Q4kXIS._AC_UL320_.jpg,organic,1,6226.35,3.0,0.16
225,B005UDTJV8,33,violin,11968951,89.99,"Pro Tec, 4-String Protec MX144 Violin Oblong MAX Case, Black, 4/4 Size",4.6,USD,True,False,89.99,False,,,1,69,False,,"FREE delivery Wed, Jul 10 Or fastest delivery Tue, Jul 9",10.0,,https://www.amazon.com/dp/B005UDTJV8,https://m.media-amazon.com/images/I/71vHNfHLOEL._AC_UL320_.jpg,organic,2,6209.31,0.0,0.0
130,B001BALDP4,10,violin,11968951,63.99,Protec Max Student 3/4 Violin Case,4.6,USD,True,False,63.99,False,,,1,97,False,,"FREE delivery Wed, Jul 10 Or fastest delivery Mon, Jul 8",11.0,,https://www.amazon.com/dp/B001BALDP4,https://m.media-amazon.com/images/I/61uQ6VRkmDL._AC_UL320_.jpg,organic,1,6207.03,0.0,0.0
1238,B09FPK8C69,312,birthstone,7454898011,21.99,"Birthstone Charms 925 Sterling Silver Love Heart Beads Fit Pandora Charms Bracelet, Fit Mother's Day Christmas Birthday Gift",4.3,USD,True,False,21.99,False,,,1,282,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Tomorrow, Jul 7",25.0,,https://www.amazon.com/dp/B09FPK8C69,https://m.media-amazon.com/images/I/71UPkVwClPL._AC_UL320_.jpg,organic,7,6201.18,0.0,0.0
385,B014PFH972,72,amethyst,7454898011,47.99,Birthstone Gemstones White Gold Plated or Yellow Gold Plated 925 Sterling Silver Scroll/Filigree Celtic Knot Weave 7.25 to 8.75 Inch with Adjustable Extension Bracelet Jewelry for Women,4.5,USD,True,False,47.99,False,,,1,129,False,0.0,"FREE delivery Thu, Jul 11",25.0,,https://www.amazon.com/dp/B014PFH972,https://m.media-amazon.com/images/I/51RKU2VU0yL._AC_UL320_.jpg,organic,2,6190.71,0.0,0.0
2173,B0C5DNDPYF,153; 296,sterling silver,7454898011,16.98,"925 Sterling Silver Snake Chain Bracelet Fully compatible with Pandora charms, With Mickey Mouse head Clasp Charm Bracelets Gifts for Teen Women",4.3,USD,True,False,16.98,False,,,1,364,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Wed, Jul 10",10.0,,https://www.amazon.com/dp/B0C5DNDPYF,https://m.media-amazon.com/images/I/518TarVnKIL._AC_UL320_.jpg,organic,4,6180.72,0.0,0.0
349,B00ZE17ZJ4,180; 303,solid gold,7454898011,158.0,14k Real Tri Color Gold Solid 2.5mm Star Diamond Cut Chain Necklace with Lobster Claw Clasp,3.7,USD,False,False,158.0,False,,,1,39,False,0.0,"FREE delivery Thu, Jul 11 Or fastest delivery Wed, Jul 10",36.0,,https://www.amazon.com/dp/B00ZE17ZJ4,https://m.media-amazon.com/images/I/61O594qTonL._AC_UL320_.jpg,organic,4,6162.0,0.0,0.0
1650,B0BB72MMSL,104,moissanite,7454898011,99.0,Moissanite Diamond Tennis Bracelets Women：6.5''-9'' GRA Certificate 5 -16cts Brilliant Moissanite(Alternative to Diamond )18K Yellow Gold | Rose Gold |White Gold S925 Sterling Silver Classic Charm Tennis Bracelet VVS1 D Color Mom Birthday Valentine's Day Gift,4.0,USD,True,False,99.0,False,,,1,62,False,0.0,"FREE delivery Thu, Jul 11 Or fastest delivery Mon, Jul 8",9.0,,https://www.amazon.com/dp/B0BB72MMSL,https://m.media-amazon.com/images/I/611d2ZfRy+L._AC_UL320_.jpg,organic,3,6138.0,0.0,0.0
2107,B0C331YS2Q,224,cubic zirconia,7454898011,14.99,925 Sterling Silver Charms fit Bracelets Necklaces Aniaml Sports Flower Carton Beads with 5A Cubic Zirconia Christmas Valentine Mother's Day Giftfor Women,4.5,USD,True,False,14.99,False,,,1,408,False,0.0,"FREE delivery Thu, Jul 11 on $35 of items shipped by AmazonOr fastest delivery Wed, Jul 10",33.0,,https://www.amazon.com/dp/B0C331YS2Q,https://m.media-amazon.com/images/I/51kur8foI1L._AC_UL320_.jpg,organic,5,6115.92,0.0,0.0
